ID	chr	circ_start	circ_end	circ_strand	splice_L	circ_type	e_count	e_sizes	e_offsets	b_transcript	b_strand	b_trans_start	b_trans_end	b_gene
chr21:40596334-40601362	chr21	40596334	40601362	-	381	exonic	4	61,112,83,125	0,677,4091,4903	ENST00000333229.6_3	-	40556101	40685745	BRWD1
chr21:40600426-40622815	chr21	40600426	40622815	-	952	exonic	8	82,125,108,126,190,95,132,94	0,811,3676,3872,8094,9978,19200,22295	ENST00000333229.6_3	-	40556101	40685745	BRWD1
chr21:40762624-40765206	chr21	40762624	40765206	+	598	exonic	4	165,250,68,115	0,528,1070,2467	ENST00000649224.1_1	+	40752339	40769411	WRB
chr21:42064736-42080697	chr21	42064736	42080697	-	464	exonic	2	146,318	0,15643	ENST00000400454.6_2	-	41382925	42219084	DSCAM
chr21:46600245-46605006	chr21	46600245	46605006	+	721	exonic	5	114,169,149,120,169	0,2254,3031,4143,4592	ENST00000496664.5_1	+	46494514	46646475	ADARB1
chr21:47152589-47175366	chr21	47152589	47175366	+	22777	other	1	22777	0	ENST00000594149.5_1	+	47093468	47170970	PCBP3
chr22:17982114-17984048	chr22	17982114	17984048	+	219	exonic	2	49,170	0,1764	ENST00000400585.6_1	+	17840838	18033032	CECR2
chr22:18324588-18379747	chr22	18324588	18379747	-	55159	other	1	55159	0	ENST00000585038.1_1	-	18347380	18389640	MICAL3
chr22:19178816-19187352	chr22	19178816	19187352	-	557	exonic	4	131,150,168,108	0,4960,5183,8428	ENST00000427926.6_3	-	19166985	19279242	CLTCL1
chr22:20126717-20131279	chr22	20126717	20131279	+	2021	exonic	9	121,158,173,103,92,142,121,110,1001	0,283,525,920,1422,1676,2022,2226,3561	ENST00000334554.11_2	+	20119329	20135530	ZDHHC8
chr22:20754922-20755662	chr22	20754922	20755662	+	222	exonic	2	126,96	0,644	ENST00000611540.4_1	+	20748404	20762751	ZNF74
chr22:24698163-24709434	chr22	24698163	24709434	+	481	exonic	3	189,138,154	0,9798,11117	ENST00000651059.1_1	+	24666804	24813174	SPECC1L
chr22:24709281-24720395	chr22	24709281	24720395	+	1911	exonic	4	153,36,1514,208	0,7974,8091,10906	ENST00000651059.1_1	+	24666804	24813174	SPECC1L
chr22:24734354-24743144	chr22	24734354	24743144	+	304	exonic	3	91,122,91	0,5095,8699	ENST00000358654.2_2	+	24666865	24838324	SPECC1L-ADORA2A
chr22:26059597-26081215	chr22	26059597	26081215	+	459	exonic	6	74,62,52,92,100,79	0,4108,8665,10806,15185,21539	ENST00000324198.11_2	+	25960641	26125261	GRK3
chr22:26059597-26100176	chr22	26059597	26100176	+	1111	exonic	12	74,62,52,92,100,79,131,95,108,150,67,101	0,4108,8665,10806,15185,21539,23906,26558,31476,39211,39879,40478	ENST00000619906.4_1	+	25960878	26118985	GRK3
chr22:28269726-28310335	chr22	28269726	28310335	-	513	exonic	7	77,84,75,8,92,146,31	0,20816,22813,23391,24062,37225,40578	ENST00000335272.9_1	-	28247656	28315256	PITPNB
chr22:29240115-29242500	chr22	29240115	29242500	+	2385	other	1	2385	0	ENST00000458080.1_1	+	29196670	29244547	Z93930.2
chr22:30032740-30038274	chr22	30032740	30038274	+	332	exonic	3	125,123,84	0,2338,5450	ENST00000338641.8_2	+	29999546	30094587	NF2
chr22:30366965-30375041	chr22	30366965	30375041	+	293	exonic	3	86,90,117	0,7465,7959	ENST00000333027.7_2	+	30279157	30426855	MTMR3
chr22:30366965-30394846	chr22	30366965	30394846	+	640	exonic	6	86,90,117,83,167,97	0,7465,7959,17503,20527,27784	ENST00000333027.7_2	+	30279157	30426855	MTMR3
chr22:33327375-33402809	chr22	33327375	33402809	-	622	exonic	3	91,58,473	0,49254,74961	ENST00000358763.6_1	-	32908538	33454358	SYN3
chr22:33376630-33410910	chr22	33376630	33410910	-	34280	other	1	34280	0	ENST00000412575.1_3	-	33376657	33410514	SYN3
chr22:36161470-36174125	chr22	36161470	36174125	-	207	exonic	3	60,93,54	0,2833,12601	ENST00000438146.7_3	-	36134782	36424872	RBFOX2
chr22:36205827-36334945	chr22	36205827	36334945	-	129118	other	1	129118	0	ENST00000397305.3_1	-	36174074	36236460	RBFOX2
chr22:38019334-38019640	chr22	38019334	38019640	+	222	exonic	2	140,82	0,224	ENST00000343632.9_2	+	38004840	38029571	GGA1
chr22:38208894-38209616	chr22	38208894	38209616	+	248	exonic	2	101,147	0,575	ENST00000323205.10_1	+	38203911	38213183	GCAT
chr22:38894090-38897285	chr22	38894090	38897285	-	450	exonic	4	65,134,100,151	0,354,1314,3044	ENST00000396821.7_1	-	38879444	38902342	DDX17
chr22:40669429-40681774	chr22	40669429	40681774	+	742	exonic	6	175,75,46,149,171,126	0,3651,4573,6569,7693,12219	ENST00000454349.7_3	+	40573928	40731812	TNRC6B
chr22:41277774-41282519	chr22	41277774	41282519	+	610	exonic	2	407,203	0,4542	ENST00000357137.9_2	+	41253151	41328819	XPNPEP3
chr22:41536144-41537226	chr22	41536144	41537226	+	292	exonic	2	117,175	0,907	ENST00000263253.9_2	+	41488595	41576081	EP300
chr22:41664101-41677086	chr22	41664101	41677086	-	337	exonic	3	59,128,150	0,6502,12835	ENST00000356244.7_2	-	41641614	41682255	RANGAP1
chr22:43286953-43289619	chr22	43286953	43289619	-	392	exonic	2	235,157	0,2509	ENST00000263246.8_2	-	43265778	43411155	PACSIN2
chr22:44022327-44031096	chr22	44022327	44031096	-	481	exonic	3	232,134,115	0,5657,8654	ENST00000262726.12_4	-	43924657	44208185	EFCAB6
chr22:44107355-44161273	chr22	44107355	44161273	-	679	exonic	6	148,125,113,137,67,89	0,5372,20223,24381,44290,53829	ENST00000262726.12_4	-	43924657	44208185	EFCAB6
chr22:44107355-44178205	chr22	44107355	44178205	-	1037	exonic	8	148,125,113,137,67,89,212,146	0,5372,20223,24381,44290,53829,61416,70704	ENST00000262726.12_4	-	43924657	44208185	EFCAB6
chr22:46085592-46136418	chr22	46085592	46136418	+	1065	exonic	9	191,83,97,159,81,166,29,89,170	0,3283,10569,12976,28700,39712,44676,49038,50656	ENST00000640901.1_1	+	46067943	46136421	ATXN10
chr22:46114293-46136418	chr22	46114293	46136418	+	534	exonic	5	80,166,29,89,170	0,11011,15975,20337,21955	ENST00000640901.1_1	+	46067943	46136421	ATXN10
chr22:46125305-46136418	chr22	46125305	46136418	+	453	exonic	4	165,29,89,170	0,4963,9325,10943	ENST00000640901.1_1	+	46067943	46136421	ATXN10
chr22:46493806-46505788	chr22	46493806	46505788	+	532	exonic	5	84,65,58,87,238	0,567,5265,11340,11744	ENST00000435439.5_1	+	46481876	46507355	MIRLET7BHG
chr22:50181038-50192767	chr22	50181038	50192767	-	1332	exonic	5	497,261,313,129,132	0,6643,10414,11167,11597	ENST00000404760.5_2	-	50166930	50221160	BRD1
chr3:286296-370037	chr3	286296	370037	+	558	exonic	4	79,185,106,188	0,75069,81345,83553	ENST00000256509.7_3	+	238445	451100	CHL1
chr3:3209318-3216953	chr3	3209318	3216953	-	619	exonic	4	159,150,203,107	0,5141,6424,7528	ENST00000639284.1_1	-	3186311	3221411	CRBN
chr3:9051992-9057415	chr3	9051992	9057415	-	648	exonic	5	79,228,106,100,135	0,2999,3428,4433,5288	ENST00000618999.4_1	-	9048662	9166661	SRGAP3
chr3:9792629-9793633	chr3	9792629	9793633	+	1004	other	1	1004	0	ENST00000426518.5_1	+	9792762	9829903	OGG1
chr3:11399892-11421526	chr3	11399892	11421526	+	671	exonic	5	194,204,116,76,81	0,2162,4394,6240,21553	ENST00000354449.7_1	+	11314101	11599139	ATG7
chr3:11849307-11851156	chr3	11849307	11851156	-	1319	exonic	3	62,249,1008	0,501,841	ENST00000457498.5_1	-	11831919	11888355	TAMM41
chr3:11849307-11858811	chr3	11849307	11858811	-	1465	exonic	4	62,249,1008,146	0,501,841,9358	ENST00000457498.5_1	-	11831919	11888355	TAMM41
chr3:12353879-12434251	chr3	12353879	12434251	+	698	exonic	5	73,88,228,170,139	0,32426,67323,68941,80233	ENST00000643888.2_2	+	12329441	12475661	PPARG
chr3:12353879-12447580	chr3	12353879	12447580	+	898	exonic	6	73,88,228,170,139,200	0,32426,67323,68941,80233,93501	ENST00000643888.2_2	+	12329441	12475661	PPARG
chr3:12570387-12574272	chr3	12570387	12574272	+	350	exonic	4	36,112,90,112	0,873,2681,3773	ENST00000454502.6_2	+	12525941	12574816	TSEN2
chr3:13169674-13171025	chr3	13169674	13171025	-	1351	intronic	1	1351	0	ENST00000648114.1_1	-	12942251	13324781	IQSEC1
chr3:13542213-13544480	chr3	13542213	13544480	+	236	exonic	3	76,63,97	0,1157,2170	ENST00000446613.6_1	+	13521714	13547924	HDAC11
chr3:15981017-15988699	chr3	15981017	15988699	+	7682	other	1	7682	0	NA	NA	NA	NA	NA
chr3:17444673-17560487	chr3	17444673	17560487	-	637	exonic	7	67,75,90,109,70,132,94	0,1512,1690,3236,25268,105292,115720	ENST00000415814.6_2	-	17425465	17784144	TBC1D5
chr3:18504972-18568818	chr3	18504972	18568818	+	63846	other	1	63846	0	ENST00000456253.6_1	+	18507474	18627254	SATB1-AS1
chr3:23942299-23952941	chr3	23942299	23952941	-	474	exonic	3	241,111,122	0,10002,10520	ENST00000421515.6_1	-	23933554	23988082	NKIRAS1
chr3:23996028-23997616	chr3	23996028	23997616	+	355	exonic	2	266,89	0,1499	ENST00000312521.9_2	+	23986776	24022108	NR1D2
chr3:25646251-25662307	chr3	25646251	25662307	-	1761	exonic	12	110,80,205,162,145,195,84,156,92,196,201,135	0,1282,2410,4422,4807,7754,10444,10670,13657,13893,15101,15921	ENST00000435706.6_2	-	25639476	25705990	TOP2B
chr3:32774915-32778982	chr3	32774915	32778982	+	379	exonic	3	121,177,81	0,1376,3986	ENST00000328834.9_2	+	32726636	32815367	CNOT10
chr3:33109722-33110462	chr3	33109722	33110462	-	211	exonic	2	60,151	0,589	ENST00000307363.10_2	-	33038108	33138638	GLB1
chr3:33109722-33114205	chr3	33109722	33114205	-	381	exonic	3	60,151,170	0,589,4313	ENST00000307363.10_2	-	33038108	33138638	GLB1
chr3:33450728-33467233	chr3	33450728	33467233	-	705	exonic	6	110,153,107,106,77,152	0,212,2344,3485,7521,16353	ENST00000283629.8_2	-	33429827	33481897	UBP1
chr3:33576725-33580434	chr3	33576725	33580434	-	382	exonic	2	228,154	0,3555	ENST00000399362.8_1	-	33537736	33759848	CLASP2
chr3:33648083-33673863	chr3	33648083	33673863	-	831	exonic	8	167,78,60,71,136,146,93,80	0,792,1975,5409,13011,15543,20396,25700	ENST00000399362.8_1	-	33537736	33759848	CLASP2
chr3:33661095-33686395	chr3	33661095	33686395	-	601	exonic	5	135,146,93,80,147	0,2531,7384,12688,25153	ENST00000399362.8_1	-	33537736	33759848	CLASP2
chr3:37170554-37190529	chr3	37170554	37190529	-	231	exonic	2	86,145	0,19830	ENST00000354379.8_2	-	37094146	37217851	LRRFIP2
chr3:37291189-37315092	chr3	37291189	37315092	+	23903	other	1	23903	0	ENST00000431105.1_3	+	37284828	37323476	GOLGA4
chr3:37323449-37343823	chr3	37323449	37343823	+	20374	other	1	20374	0	ENST00000435830.6_1	+	37284681	37361873	GOLGA4
chr3:38006062-38017385	chr3	38006062	38017385	+	437	exonic	4	101,57,93,186	0,3254,6835,11137	ENST00000273179.10_3	+	37903370	38025960	CTDSPL
chr3:38240213-38278452	chr3	38240213	38278452	+	781	exonic	8	141,56,110,102,134,49,66,123	0,17373,22855,25089,25848,30964,31642,38116	ENST00000311806.8_2	+	38207027	38296975	OXSR1
chr3:42662921-42674315	chr3	42662921	42674315	+	514	exonic	5	87,28,30,146,223	0,5770,9116,9741,11171	ENST00000429888.5_1	+	42642173	42690227	NKTR
chr3:43344590-43345284	chr3	43344590	43345284	+	694	exonic	1	694	0	ENST00000429705.6_1	+	43328029	43392635	SNRK
chr3:43381779-43384970	chr3	43381779	43384970	+	347	exonic	2	212,135	0,3056	ENST00000429705.6_1	+	43328029	43392635	SNRK
chr3:44408948-44442826	chr3	44408948	44442826	+	33878	other	1	33878	0	ENST00000412611.6_1	+	44380248	44450943	TCAIM
chr3:44496613-44497188	chr3	44496613	44497188	-	571	exonic	5	52,309,33,3,174	0,53,363,397,401	ENST00000617032.1_1	-	44491612	44497192	ZNF445
chr3:44986660-45000952	chr3	44986660	45000952	-	556	exonic	3	124,98,334	0,13419,13958	ENST00000342790.8_2	-	44968104	45017658	ZDHHC3
chr3:45744930-45751139	chr3	45744930	45751139	+	450	exonic	4	97,75,128,150	0,1696,3341,6059	ENST00000455997.5_1	+	45730677	45786899	SACM1L
chr3:47079156-47098980	chr3	47079156	47098980	-	1056	exonic	4	111,140,135,670	0,4894,8820,19154	ENST00000409792.3_1	-	47058178	47205457	SETD2
chr3:47127685-47147610	chr3	47127685	47147610	-	681	exonic	8	119,137,7,3,115,98,78,124	0,1917,11759,11767,11771,15262,17150,19801	ENST00000638947.1_1	-	47108481	47161922	SETD2
chr3:47610642-47614364	chr3	47610642	47614364	-	264	exonic	2	75,189	0,3533	ENST00000383738.6_3	-	47603728	47622282	CSPG5
chr3:47663697-47680270	chr3	47663697	47680270	-	460	exonic	4	134,155,115,56	0,12982,13814,16517	ENST00000254480.10_2	-	47626758	47823383	SMARCC1
chr3:47676680-47680270	chr3	47676680	47680270	-	325	exonic	3	154,115,56	0,831,3534	ENST00000254480.10_2	-	47626758	47823383	SMARCC1
chr3:47703824-47727660	chr3	47703824	47727660	-	894	exonic	7	258,60,114,154,114,72,122	0,8323,13140,14294,15863,18102,23714	ENST00000254480.10_2	-	47626758	47823383	SMARCC1
chr3:47747899-47777616	chr3	47747899	47777616	-	556	exonic	6	121,126,76,70,70,93	0,4273,8005,14256,22615,29624	ENST00000254480.10_2	-	47626758	47823383	SMARCC1
chr3:48327736-48328420	chr3	48327736	48328420	+	684	exonic	1	684	0	ENST00000427617.6_1	+	48282589	48329117	ZNF589
chr3:48793812-48845117	chr3	48793812	48845117	-	676	exonic	8	65,75,102,154,107,84,53,36	0,8624,8868,16575,26606,34164,37617,51269	ENST00000265563.13_2	-	48784018	48885307	PRKAR2A
chr3:48793812-48858164	chr3	48793812	48858164	-	64352	other	1	64352	0	ENST00000265563.13_2	-	48784018	48885307	PRKAR2A
chr3:49372453-49373029	chr3	49372453	49373029	-	576	other	1	576	0	ENST00000351842.8_2	-	49315263	49377466	USP4
chr3:50000009-50012825	chr3	50000009	50012825	+	1820	exonic	4	109,1551,90,70	0,4621,9482,12746	ENST00000443081.5_1	+	49977473	50114681	RBM6
chr3:50004903-50012825	chr3	50004903	50012825	+	1438	exonic	3	1278,90,70	0,4588,7852	ENST00000443081.5_1	+	49977473	50114681	RBM6
chr3:50137415-50143142	chr3	50137415	50143142	+	515	exonic	6	69,74,84,61,66,161	0,549,3100,4265,5094,5566	ENST00000347869.7_1	+	50126340	50156454	RBM5
chr3:53769401-53815694	chr3	53769401	53815694	+	2170	exonic	20	129,60,107,88,108,53,147,202,159,111,84,45,129,66,92,160,128,97,103,102	0,4905,7636,9365,10249,10448,11927,13893,16374,18197,26623,34598,35049,37458,39212,40511,41228,41485,44651,46191	ENST00000350061.11_3	+	53528637	53847760	CACNA1D
chr3:55984453-56026278	chr3	55984453	56026278	-	341	exonic	3	135,12,194	0,35551,41631	ENST00000288221.11_2	-	55542338	56502495	ERC2
chr3:56657672-56707753	chr3	56657672	56707753	-	4351	exonic	23	199,165,179,109,160,123,923,60,145,404,702,72,73,104,104,106,32,125,162,92,73,93,146	0,834,1183,3392,3937,4847,9399,15061,16341,17704,22877,25177,25340,37086,37269,38740,39896,42615,44752,46055,46428,47955,49935	ENST00000493960.6_3	-	56656765	56717045	TASOR
chr3:56682850-56695045	chr3	56682850	56695045	-	352	exonic	4	71,73,104,104	0,162,11908,12091	ENST00000355628.9_2	-	56656886	56717265	TASOR
chr3:57632043-57665452	chr3	57632043	57665452	-	33409	other	1	33409	0	ENST00000311128.10_2	-	57611180	57678804	DENND6A
chr3:57827026-57882659	chr3	57827026	57882659	+	1103	exonic	13	72,37,63,96,72,141,138,169,51,63,60,81,60	0,5897,8454,16433,16788,19399,20649,23248,23507,30336,48741,55211,55573	ENST00000428312.5_2	+	57743284	57914666	SLMAP
chr3:57832924-57850584	chr3	57832924	57850584	+	766	exonic	8	36,63,96,72,141,138,169,51	0,2556,10535,10890,13501,14751,17350,17609	ENST00000428312.5_2	+	57743284	57914666	SLMAP
chr3:57832924-57857425	chr3	57832924	57857425	+	829	exonic	9	36,63,96,72,141,138,169,51,63	0,2556,10535,10890,13501,14751,17350,17609,24438	ENST00000428312.5_2	+	57743284	57914666	SLMAP
chr3:57875768-57882659	chr3	57875768	57882659	+	200	exonic	3	59,81,60	0,6469,6831	ENST00000295951.7_2	+	57741956	57914895	SLMAP
chr3:58376309-58398690	chr3	58376309	58398690	+	1139	exonic	13	77,74,75,105,102,162,118,79,49,78,87,70,63	0,564,1190,4415,5075,6456,7022,8716,13279,18341,18949,19507,22318	ENST00000383716.7_1	+	58318616	58411853	PXK
chr3:59997097-59999990	chr3	59997097	59999990	-	2893	other	1	2893	0	ENST00000492590.6_2	-	59733002	61237126	FHIT
chr3:62423779-62467544	chr3	62423779	62467544	-	43765	other	1	43765	0	ENST00000473635.5_3	-	62384022	62467530	CADPS
chr3:67797195-67801084	chr3	67797195	67801084	+	551	exonic	3	186,118,247	0,3081,3642	ENST00000650236.1_1	+	67705470	67860539	SUCLG2-AS1
chr3:71064700-71102924	chr3	71064700	71102924	-	691	exonic	5	104,205,154,90,138	0,25778,31392,36987,38086	ENST00000647725.1_2	-	71008376	71803380	AC097634.4
chr3:71733723-71748859	chr3	71733723	71748859	-	535	exonic	5	156,156,67,61,95	0,5437,9302,11887,15041	ENST00000448225.5_1	-	71728439	71803534	EIF4E3
chr3:72873575-72893574	chr3	72873575	72893574	-	583	exonic	5	127,113,155,123,65	0,7944,16620,17855,19934	ENST00000325599.13_2	-	72798427	72897596	SHQ1
chr3:72881520-72893574	chr3	72881520	72893574	-	455	exonic	4	112,155,123,65	0,8675,9910,11989	ENST00000325599.13_2	-	72798427	72897596	SHQ1
chr3:76216121-76217300	chr3	76216121	76217300	+	1179	intronic	1	1179	0	ENST00000487694.7_3	+	75955845	77696661	ROBO2
chr3:100002451-100018175	chr3	100002451	100018175	+	820	exonic	7	204,124,125,47,104,123,93	0,6970,11479,11694,12564,14315,15631	ENST00000344949.9_3	+	99979844	100044095	TBC1D23
chr3:100013931-100016889	chr3	100013931	100016889	+	398	exonic	4	124,47,104,123	0,214,1084,2835	ENST00000344949.9_3	+	99979844	100044095	TBC1D23
chr3:100887492-100895946	chr3	100887492	100895946	-	8454	other	1	8454	0	NA	NA	NA	NA	NA
chr3:101373548-101391057	chr3	101373548	101391057	-	1998	exonic	7	117,145,246,177,845,232,236	0,1399,5078,9833,10259,16425,17273	ENST00000312938.4_1	-	101367732	101396339	ZBTB11
chr3:106556469-106558439	chr3	106556469	106558439	-	1278	exonic	2	1160,118	0,1852	ENST00000484698.5_1	-	106555657	106959479	LINC00882
chr3:107380675-107451870	chr3	107380675	107451870	+	794	exonic	5	116,171,243,196,68	0,48623,54778,66936,71127	ENST00000402543.5_2	+	107241807	107525189	BBX
chr3:107429299-107474525	chr3	107429299	107474525	+	914	exonic	7	170,243,196,68,81,75,81	0,6154,18312,22503,34177,37512,45145	ENST00000415149.6_1	+	107241782	107530171	BBX
chr3:112059749-112080602	chr3	112059749	112080602	+	1002	exonic	5	81,327,273,108,213	0,4059,6655,8809,20640	ENST00000315711.12_3	+	112052002	112081659	CD200
chr3:112968569-112969680	chr3	112968569	112969680	+	456	exonic	2	177,279	0,832	ENST00000495514.5_2	+	112930328	113006306	BOC
chr3:113507560-113508687	chr3	113507560	113508687	+	271	exonic	2	162,109	0,1018	ENST00000273398.8_2	+	113465881	113530903	ATP6V1A
chr3:113737525-113765579	chr3	113737525	113765579	-	1137	exonic	7	190,154,224,179,109,139,142	0,12947,16246,17929,18307,24024,27912	ENST00000460813.5_1	-	113697155	113775396	CCDC191
chr3:114412375-114436374	chr3	114412375	114436374	-	23999	other	1	23999	0	ENST00000488663.1_1	-	114406072	114866112	ZBTB20
chr3:119219542-119232566	chr3	119219542	119232566	+	401	exonic	4	165,89,68,79	0,2836,3258,12945	ENST00000494664.5_1	+	119217378	119243937	TIMMDC1
chr3:119582266-119595355	chr3	119582266	119595355	-	321	exonic	3	186,39,96	0,3170,12993	ENST00000316626.5_3	-	119545532	119812513	GSK3B
chr3:120876351-120952535	chr3	120876351	120952535	+	430	exonic	4	123,79,155,73	0,48418,65498,76111	ENST00000273666.10_1	+	120626918	121143608	STXBP5L
chr3:121409517-121421442	chr3	121409517	121421442	-	7289	exonic	4	1911,5189,74,115	0,3070,9141,11810	ENST00000614479.4_1	-	121382049	121468614	GOLGB1
chr3:121563300-121591635	chr3	121563300	121591635	+	629	exonic	4	94,137,146,252	0,10233,12557,28083	ENST00000273668.7_3	+	121554055	121605373	EAF2
chr3:122459105-122459960	chr3	122459105	122459960	-	728	exonic	2	617,111	0,744	ENST00000306103.3_2	-	122458845	122512678	HSPBAP1
chr3:124193510-124215260	chr3	124193510	124215260	+	903	exonic	8	69,90,93,112,191,102,143,103	0,2581,8144,13540,16030,16659,18076,21647	ENST00000360013.7_3	+	123813557	124440035	KALRN
chr3:124802138-124803264	chr3	124802138	124803264	-	1126	other	1	1126	0	ENST00000469902.5_2	-	124802000	124931609	SLC12A8
chr3:125032152-125050082	chr3	125032152	125050082	-	682	exonic	4	348,117,136,81	0,1628,10000,17849	ENST00000485866.5_1	-	124951171	125094157	ZNF148
chr3:125295033-125301822	chr3	125295033	125301822	-	501	exonic	4	176,80,176,69	0,2770,3675,6720	ENST00000296220.6_2	-	125247701	125314341	OSBPL11
chr3:126445921-126452065	chr3	126445921	126452065	+	323	exonic	3	108,70,145	0,3482,5999	ENST00000290913.7_3	+	126423062	126679249	CHCHD6
chr3:127980971-127983624	chr3	127980971	127983624	+	261	exonic	2	96,165	0,2488	ENST00000254730.11_2	+	127872323	128127489	EEFSEC
chr3:128525215-128526514	chr3	128525215	128526514	+	347	exonic	2	218,129	0,1170	ENST00000265062.7_1	+	128444964	128533639	RAB7A
chr3:129370222-129373946	chr3	129370222	129373946	-	552	exonic	2	416,136	0,3588	ENST00000426664.6_1	-	129366636	129612419	TMCC1
chr3:129546646-129551669	chr3	129546646	129551669	-	327	exonic	2	274,53	0,4970	ENST00000426664.6_1	-	129366636	129612419	TMCC1
chr3:129546646-129579855	chr3	129546646	129579855	-	719	exonic	5	274,53,163,156,73	0,4970,11094,29446,33136	ENST00000648771.1_1	-	129366669	129612449	TMCC1
chr3:130442258-130454846	chr3	130442258	130454846	-	1247	exonic	5	173,222,135,583,134	0,5048,6893,10133,12454	ENST00000356763.8_2	-	130397777	130465673	PIK3R4
chr3:130711795-130720158	chr3	130711795	130720158	+	884	exonic	8	50,167,69,117,148,96,142,95	0,980,3091,3728,4654,5342,6566,8268	ENST00000504381.5_1	+	130569438	130735528	ATP2C1
chr3:136136727-136141886	chr3	136136727	136141886	-	545	exonic	5	87,71,204,90,93	0,3207,4524,4882,5066	ENST00000383202.7_2	-	136055077	136471220	STAG1
chr3:138244332-138291774	chr3	138244332	138291774	-	948	exonic	9	74,89,88,57,170,181,124,91,74	0,3708,3884,7023,11687,44827,45543,45775,47368	ENST00000264982.8_3	-	138213185	138313102	CEP70
chr3:141228410-141259451	chr3	141228410	141259451	+	31041	other	1	31041	0	ENST00000286364.7_1	+	141205890	141334184	RASA2
chr3:141231005-141259451	chr3	141231005	141259451	+	393	exonic	4	117,104,95,77	0,4164,17544,28369	ENST00000286364.7_1	+	141205890	141334184	RASA2
chr3:141712380-141811969	chr3	141712380	141811969	-	375	exonic	5	47,122,104,35,67	0,1481,11902,60576,99522	ENST00000467072.5_1	-	141671322	141868374	TFDP2
chr3:142144064-142145683	chr3	142144064	142145683	-	318	exonic	3	110,110,98	0,206,1521	ENST00000264951.8_1	-	142025448	142166904	XRN1
chr3:142455221-142523472	chr3	142455221	142523472	+	1981	exonic	11	154,102,203,132,196,337,140,144,176,202,195	0,7105,11878,41252,44454,48324,54639,56444,65789,67597,68056	ENST00000476941.6_3	+	142442875	142526730	TRPC1
chr3:145838899-145842016	chr3	145838899	145842016	-	289	exonic	3	136,61,92	0,2152,3025	ENST00000480704.1_1	-	145828086	145878778	PLOD2
chr3:145918822-145939879	chr3	145918822	145939879	-	417	exonic	4	42,236,111,28	0,5490,19779,21029	ENST00000354952.7_2	-	145910121	145968892	PLSCR4
chr3:148773090-148793834	chr3	148773090	148793834	-	1244	exonic	12	97,90,45,80,94,76,96,192,75,98,134,167	0,4414,5339,5475,8127,9487,12936,15948,16279,17921,18911,20577	ENST00000310053.10_3	-	148747913	148804320	HLTF
chr3:149563798-149589941	chr3	149563798	149589941	+	336	exonic	3	129,81,126	0,6504,26017	ENST00000392894.7_1	+	149530494	149679926	RNF13
chr3:149563798-149619949	chr3	149563798	149619949	+	515	exonic	5	129,81,126,88,91	0,6504,26017,49461,56060	ENST00000392894.7_1	+	149530494	149679926	RNF13
chr3:150834125-150883769	chr3	150834125	150883769	+	1394	exonic	9	104,192,160,170,111,270,150,100,137	0,6444,11486,39822,42350,43493,47554,49081,49507	ENST00000474524.5_2	+	150804675	151154860	MED12L
chr3:150834125-150911453	chr3	150834125	150911453	+	2150	exonic	14	104,192,160,170,111,270,150,100,137,132,127,215,105,177	0,6444,11486,39822,42350,43493,47554,49081,49507,68991,72015,74378,76211,77151	ENST00000309237.8_2	+	150804180	150911532	MED12L
chr3:150845612-150908718	chr3	150845612	150908718	+	1571	exonic	10	159,170,111,270,150,100,137,132,127,215	0,28335,30863,32006,36067,37594,38020,57504,60528,62891	ENST00000474524.5_2	+	150804675	151154860	MED12L
chr3:153935658-153958368	chr3	153935658	153958368	+	454	exonic	3	89,155,210	0,7986,22500	ENST00000356448.8_1	+	153838791	153975616	ARHGEF26
chr3:155615716-155629068	chr3	155615716	155629068	+	676	exonic	5	114,98,104,194,166	0,5935,8232,12764,13186	ENST00000496455.7_2	+	155588438	155661809	GMPS
chr3:155628481-155632359	chr3	155628481	155632359	+	511	exonic	3	193,166,152	0,421,3726	ENST00000496455.7_2	+	155588438	155661809	GMPS
chr3:158369885-158409437	chr3	158369885	158409437	+	1747	exonic	13	150,158,85,138,102,57,138,83,163,145,161,54,313	0,1213,2450,6825,8777,10531,13240,14207,29898,32427,38066,39042,39239	ENST00000486715.5_2	+	158362066	158410364	GFM1
chr3:167272438-167345080	chr3	167272438	167345080	-	72642	other	1	72642	0	ENST00000647816.1_2	-	167196639	167371731	WDR49
chr3:167272471-167376114	chr3	167272471	167376114	-	103643	other	1	103643	0	ENST00000647816.1_2	-	167196639	167371731	WDR49
chr3:167277852-167351320	chr3	167277852	167351320	-	73468	other	1	73468	0	ENST00000479765.5_1	-	167196474	167371771	WDR49
chr3:169693396-169706147	chr3	169693396	169706147	+	693	exonic	6	108,106,205,93,61,120	0,1337,7098,7552,10196,12631	ENST00000337002.9_2	+	169684594	169716161	SEC62
chr3:169840379-169843795	chr3	169840379	169843795	-	3416	other	1	3416	0	ENST00000495893.7_2	-	169805371	169899521	PHC3
chr3:170216456-170219134	chr3	170216456	170219134	-	454	exonic	2	217,237	0,2441	ENST00000231706.6_2	-	170177335	170303864	SLC7A14
chr3:170855980-170912424	chr3	170855980	170912424	-	1301	exonic	11	188,87,111,205,67,176,79,55,131,91,111	0,1278,2207,19268,23078,28903,37060,39134,50510,52505,56333	ENST00000436636.7_2	-	170776202	171178194	TNIK
chr3:170875249-170885059	chr3	170875249	170885059	-	447	exonic	3	204,67,176	0,3809,9634	ENST00000436636.7_2	-	170776202	171178194	TNIK
