seqnames	start	end	width	strand	CLR	lfc	pval	fdr	ENSEMBL	geneName
chr21	40578034	40601362	23329	-	0.426	-2.44208283168804	5.21952219715097e-09	4.94860414025123e-08	ENSG00000185658	BRWD1
chr5	153413351	153414527	1177	-	0.4	2.0908023278744	5.42927709796978e-09	5.12307616211272e-08	ENSG00000055147	FAM114A2
chr10	116975455	117027921	52467	+	0.033	-2.44617008548934	5.60678337406308e-09	5.26561589516962e-08	ENSG00000107518	ATRNL1
chr10	71243447	71258152	14706	+	0.316	-4.94090830572799	5.67834142653635e-09	5.30778299541497e-08	ENSG00000099282	TSPAN15
chr9	20819795	20874806	55012	+	0.148	-2.24403427582029	5.74818182369872e-09	5.34795794905802e-08	ENSG00000188352	FOCAD
chr14	88883055	88904247	21193	+	0.459	-2.11291650555311	5.80410919328573e-09	5.37487507154972e-08	ENSG00000042317	SPATA7
chr13	42335264	42407667	72404	-	0.208	-2.37563765663741	5.92848498937571e-09	5.46463593233659e-08	ENSG00000102763	VWA8
chr22	22153301	22162135	8835	-	0.073	-1.97942128785136	5.98378878106624e-09	5.49019514428704e-08	ENSG00000100030	MAPK1
chr5	14741936	14758707	16772	-	0.212	-2.64302602094394	6.11375171511124e-09	5.58370626825068e-08	ENSG00000154122	ANKH
chr14	71511850	71524441	12592	+	0.237	-2.56773833332777	6.85954475486194e-09	6.22879463911072e-08	ENSG00000100731	PCNX1
chr8	51415338	51503477	88140	+	0.279	-2.78977197473057	6.88264601006709e-09	6.22879463911072e-08	ENSG00000147481	SNTG1
chr21	38480692	38519903	39212	+	0.341	-2.68035375039291	7.9356268773121e-09	7.14924575236579e-08	ENSG00000182670	TTC3
chr8	41832222	41839472	7251	-	0.267	-1.82288163461994	7.97491620070936e-09	7.15227844847403e-08	ENSG00000083168	KAT6A
chr7	97820040	97823884	3845	+	0.309	-2.10557879738464	8.24344873363856e-09	7.35995803976429e-08	ENSG00000164715	LMTK2
chr3	142455221	142503882	48662	+	0.472	-4.61559617367111	8.42539237343369e-09	7.48881973906539e-08	ENSG00000144935	TRPC1
chr5	142258939	142311690	52752	+	0.082	-2.44560487183409	9.33077858405991e-09	8.25670229371701e-08	ENSG00000145819	ARHGAP26
chr9	87635121	87637632	2512	+	0.064	-2.39966812322768	9.59014647607821e-09	8.44866443976624e-08	ENSG00000148053	NTRK2
chr6	111708968	111795679	86712	-	0.421	-2.88340705423269	1.07682115522402e-08	9.44471770947584e-08	ENSG00000009413	REV3L
chr11	8158925	8161740	2816	-	0.364	-2.00628209038673	1.16765229757277e-08	1.01964724757341e-07	ENSG00000166405	RIC3
chr4	166960491	166999182	38692	+	0.522	-5.23654507305445	1.18549102891864e-08	1.0307042089856e-07	ENSG00000038295	TLL1
chr7	91924203	91991587	67385	+	0.264	-2.07429612048835	1.19618691183079e-08	1.03548180063265e-07	ENSG00000001629	ANKIB1
chr15	91795049	91811835	16787	+	0.097	-3.18588808625869	1.24462233913866e-08	1.07126437698434e-07	ENSG00000185518	SV2B
chr10	126628943	126631876	2934	+	0.226	-3.65904625848379	1.24828395509978e-08	1.07126437698434e-07	n/a	
chr7	140476712	140494267	17556	-	0.182	-2.25062400085416	1.32477803702933e-08	1.13203136125554e-07	ENSG00000157764	BRAF
chr14	80158516	80164280	5765	+	0.107	-4.54756666238109	1.33795857275157e-08	1.13549528368467e-07	ENSG00000021645	NRXN3
chr6	102067968	102134228	66261	+	0.16	-2.88973289281251	1.34023802946206e-08	1.13549528368467e-07	ENSG00000164418	GRIK2
chr5	142416761	142526946	110186	+	0.151	-2.23391322361349	1.39379017806098e-08	1.17586281547433e-07	ENSG00000145819	ARHGAP26
chr6	69653722	69728391	74670	+	0.047	-2.93347858438644	1.44696815738023e-08	1.21557535921689e-07	ENSG00000135298	ADGRB3
chr20	33834643	33842557	7915	+	0.323	-3.90563844378301	1.49738832032686e-08	1.25264712007176e-07	ENSG00000125966	MMP24
chr11	95825056	95826681	1626	-	0.471	2.86240508629177	1.54528114655742e-08	1.28730324803172e-07	ENSG00000184384	MAML2
chr1	8601273	8674745	73473	-	0.331	-1.67035281734375	1.682065847459e-08	1.39142479040854e-07	ENSG00000142599	RERE
chr8	124089351	124121860	32510	+	0.604	-2.62977313927751	1.68565827658779e-08	1.39142479040854e-07	ENSG00000156787	TBC1D31
chr9	111954558	111962614	8057	-	0.304	-2.78325421338914	1.69123455187779e-08	1.39142479040854e-07	ENSG00000095203	EPB41L4B
chr2	55040369	55155888	115520	+	0.48	-2.28676886274799	1.70845833834931e-08	1.39981092660637e-07	ENSG00000214595	EML6
chr3	183361268	183382827	21560	+	0.111	-2.46174023355582	1.72307775760101e-08	1.40253208533555e-07	ENSG00000114796	KLHL24
chr16	31230416	31230840	425	+	0.864	-5.6245244635103	1.72586821148774e-08	1.40253208533555e-07	ENSG00000177238	TRIM72
chr1	155408118	155408859	742	-	0.569	-1.3717151206692	1.74464092410703e-08	1.4120244227224e-07	ENSG00000116539	ASH1L
chr6	109962721	109993370	30650	-	0.333	-2.73624367591459	1.75340094625191e-08	1.41336894088565e-07	ENSG00000155085	AK9
chr3	65415195	65416556	1362	-	0.423	-2.16039327665344	1.76118055229286e-08	1.41391551597382e-07	ENSG00000151276	MAGI1
chr10	116879949	116931050	51102	+	0.272	-2.73510289399174	1.92342139381971e-08	1.53796465666468e-07	ENSG00000107518	ATRNL1
chr2	152698417	152717334	18918	-	0.262	-2.78438479386023	1.93850618553533e-08	1.54382632616033e-07	ENSG00000283228	
chr1	243776973	243859018	82046	-	0.149	-2.22683808560397	2.06375748749826e-08	1.63702834964503e-07	ENSG00000117020	AKT3
chr16	70247564	70256383	8820	-	0.706	-3.58271647651855	2.07987494827679e-08	1.643266278579e-07	n/a	
chr5	172535627	172550205	14579	+	0.127	-2.12109784228196	2.15228009441837e-08	1.69375085691185e-07	ENSG00000164463	CREBRF
chr5	125939262	125939875	614	+	0.25	-2.04589413513407	2.17082565737295e-08	1.70161963930297e-07	ENSG00000164902	PHAX
chr15	33180373	33194241	13869	-	0.294	-2.80375235219366	2.332913385091e-08	1.82150217635929e-07	ENSG00000248905	FMN1
chr5	78692646	78752841	60196	-	0.469	-2.52769602917622	2.36661868129949e-08	1.84060070096378e-07	ENSG00000152413	HOMER1
chr11	107916997	107925682	8686	+	0.397	-2.50514730649246	2.42586364525399e-08	1.87933638821038e-07	ENSG00000166266	CUL5
chr4	94006146	94159641	153496	+	0.394	-4.60785378334979	2.61475956882764e-08	2.0178241478821e-07	ENSG00000152208	GRID2
chr16	47531310	47630442	99133	+	0.225	-1.85162924941513	2.65060176322463e-08	2.03758614308117e-07	ENSG00000102893	PHKB
chr15	66021410	66048810	27401	-	0.268	-2.7476861603804	2.71499205337394e-08	2.07905737625674e-07	ENSG00000174485	DENND4A
chr15	66044717	66053776	9060	-	0.143	-1.71453038207657	2.80954887389115e-08	2.14322291491084e-07	ENSG00000174485	DENND4A
chr8	51306772	51363289	56518	+	0.103	-2.53346979998994	2.98324742044718e-08	2.26580465424251e-07	ENSG00000147481	SNTG1
chr4	16587545	16760883	173339	-	0.04	-3.42487114455093	2.99300162765334e-08	2.26580465424251e-07	ENSG00000169744	LDB2
chr1	84644860	84663507	18648	+	0.035	-2.56245260341673	3.01735272886161e-08	2.27558684968313e-07	ENSG00000142875	PRKACB
chr2	170387097	170401345	14249	-	0.28	-2.25024150015187	3.16011056543147e-08	2.37425665500908e-07	ENSG00000138399	FASTKD1
chr15	33149216	33194241	45026	-	0.629	-3.13739581593727	3.24118076309764e-08	2.4260116162885e-07	ENSG00000248905	FMN1
chr15	50923614	50955243	31630	-	0.36	-1.88836160342847	3.3235086696117e-08	2.47831676449322e-07	ENSG00000092439	TRPM7
chr12	101316004	101381448	65445	+	0.455	-2.32866997288268	3.42450016649537e-08	2.54409695204936e-07	ENSG00000151572	ANO4
chr1	89236035	89237562	1528	+	0.23	-2.75093165516747	3.45244834647229e-08	2.5553251516083e-07	ENSG00000065243	PKN2
chr5	179393806	179407200	13395	-	0.139	-3.22849231411013	3.55379046358193e-08	2.62059141221912e-07	ENSG00000113269	RNF130
chr4	39739040	39776553	37514	+	0.472	-2.67775347481625	3.90796733237748e-08	2.87113024308619e-07	ENSG00000078140	UBE2K
chr7	99952766	99953427	662	+	0.242	3.11830728559816	4.07542448352686e-08	2.97780541156355e-07	ENSG00000121716	PILRB
chr18	31673429	31692661	19233	-	0.292	-2.61062316588507	4.08307823885912e-08	2.97780541156355e-07	ENSG00000101746	NOL4
chr1	167301707	167307495	5789	+	0.476	-3.12049055717412	4.36987078669924e-08	3.17533311544459e-07	ENSG00000143190	POU2F1
chr6	28239632	28240564	933	+	0.136	-2.4409619901005	4.40144921750681e-08	3.18664923347493e-07	ENSG00000197062	ZSCAN26
chr7	29220906	29226163	5258	-	0.769	-5.38302849901242	4.55499723168339e-08	3.28586937981218e-07	ENSG00000106066	CPVL
chr5	65349234	65350779	1546	+	0.106	3.35817215006742	4.69807523316463e-08	3.37684757733963e-07	ENSG00000112851	ERBIN
chr11	17899755	18031686	131932	-	0.276	-3.36242281738459	4.85312718122805e-08	3.47574684094427e-07	ENSG00000129158	SERGEF
chr8	15508206	15531345	23140	+	0.168	-2.36227441383245	4.96634432137002e-08	3.54408299062642e-07	ENSG00000104723	TUSC3
chr4	154191487	154197282	5796	+	0.12	-2.5740207545923	5.05134766248479e-08	3.591868998574e-07	ENSG00000109654	TRIM2
chrX	13684436	13698717	14282	+	0.897	-2.13798902793235	5.17542039168327e-08	3.66699715296846e-07	ENSG00000176896	TCEANC
chr1	101379219	101440458	61240	+	0.652	-3.12527057797444	5.42787673380873e-08	3.83223495638766e-07	ENSG00000162695	SLC30A7
chr6	147527107	147655358	128252	+	0.232	-2.56615631706914	5.53266360437044e-08	3.89241457113129e-07	ENSG00000164506	STXBP5
chr4	91229395	91234198	4804	+	0.5	-2.62902773746191	5.90165457963318e-08	4.12553745330629e-07	ENSG00000184305	CCSER1
chr10	133747962	133761295	13334	+	0.407	-3.73280197437839	5.90546546555647e-08	4.12553745330629e-07	ENSG00000175470.14	
chr2	120885264	120903865	18602	+	0.057	-2.95347891643296	6.02820392054493e-08	4.19655734468704e-07	ENSG00000115109	EPB41L5
chr14	45587231	45599993	12763	-	0.647	-2.55475146772948	6.13814472208731e-08	4.25820423054907e-07	ENSG00000100442	FKBP3
chr5	110679722	110730480	50759	+	0.159	-3.01962021159985	6.26168653301232e-08	4.32882565528734e-07	ENSG00000152495	CAMK4
chr4	183522077	183575046	52970	+	0.429	-2.50987773816949	7.25639935551541e-08	4.99913187433605e-07	ENSG00000218336	TENM3
chr1	8525985	8674745	148761	-	0.441	-2.59906956338784	7.33997876714207e-08	5.03927507771719e-07	ENSG00000142599	RERE
chr11	82935897	82959129	23233	+	0.316	-2.33686880943321	7.37411979613446e-08	5.04531701515591e-07	ENSG00000137494	ANKRD42
chr16	21979949	21987564	7616	+	0.051	-2.7304153441875	7.54048545435935e-08	5.12626549766098e-07	ENSG00000140740	UQCRC2
chr20	47752370	47782822	30453	-	0.143	-2.32277587367493	7.5439266238808e-08	5.12626549766098e-07	ENSG00000124214	STAU1
chr13	100953714	101020828	67115	+	0.206	-2.60728359479575	7.77055438485809e-08	5.26230400688859e-07	ENSG00000175198	PCCA
chr8	51351103	51415440	64338	+	0.19	-2.21104422841476	7.90935497994818e-08	5.33814432714469e-07	ENSG00000147481	SNTG1
chr9	87325552	87367000	41449	+	0.018	-2.52934908545647	8.45188754832338e-08	5.68503652321347e-07	ENSG00000148053	NTRK2
chr12	2613602	2622150	8549	+	0.383	-2.542860621463	8.60398769637117e-08	5.76785841867845e-07	ENSG00000151067	CACNA1C
chr3	171965323	171969331	4009	+	0.902	1.58872914437603	8.71419321457957e-08	5.80683927030985e-07	ENSG00000075420	FNDC3B
chr8	41518948	41519459	512	-	0.575	-4.40147496409922	8.72046680975713e-08	5.80683927030985e-07	ENSG00000029534	ANK1
chr6	72960033	72961071	1039	+	0.196	-3.83174088863197	8.95027296993265e-08	5.93999782771197e-07	ENSG00000079841	RIMS1
chr12	95650926	95690034	39109	+	0.138	-2.27726178751322	9.30359772687998e-08	6.1539744432618e-07	ENSG00000028203	VEZT
chr7	33976901	34014396	37496	+	0.538	-2.16595929129122	9.34446875148475e-08	6.16054214708812e-07	ENSG00000164619	BMPER
chr9	4286038	4286523	486	-	0.364	3.62414830988292	9.737480860345e-08	6.39845689536201e-07	ENSG00000107249	GLIS3
chr9	124736288	124752049	15762	-	0.364	-1.89724060638827	1.00461388999013e-07	6.57956004924456e-07	ENSG00000175764	TTLL11
chr2	120684174	120702816	18643	+	0.222	-2.14206733679811	1.07366612502294e-07	7.00875165547759e-07	ENSG00000088179	PTPN4
chr3	183361268	183390272	29005	+	0.738	-2.90974111881982	1.09647927674198e-07	7.13428183004341e-07	ENSG00000114796	KLHL24
chr15	88472422	88483984	11563	-	0.488	-2.62634937101723	1.15824410446908e-07	7.51160915960239e-07	ENSG00000140538	NTRK3
chr12	100166700	100175875	9176	-	0.519	-2.48524266534206	1.16557682344114e-07	7.53462160867307e-07	ENSG00000185046	ANKS1B
chr5	58476421	58511794	35374	-	0.167	-2.26057812638314	1.19050867335506e-07	7.67088274643987e-07	ENSG00000113448	PDE4D
chr13	78293667	78327493	33827	+	0.457	-1.84634559756104	1.23015724592132e-07	7.90078411815921e-07	ENSG00000139737	SLAIN1
chr12	1372200	1399178	26979	+	0.351	-2.95973509188558	1.27384462241384e-07	8.15506316149825e-07	ENSG00000082805	ERC1
chr7	102743498	102769239	25742	-	0.328	-2.49847214494222	1.33560370616813e-07	8.52303518904087e-07	ENSG00000161048	NAPEPLD
chr11	115085328	115111140	25813	-	0.378	-3.80482307802784	1.36110889001173e-07	8.65804408949953e-07	ENSG00000182985	CADM1
chr3	57832924	57850443	17520	+	0.147	-2.80358542061742	1.37732110648054e-07	8.73326854459475e-07	ENSG00000163681	SLMAP
chr8	113933856	113988377	54522	-	0.308	-2.45448213205241	1.38434391054025e-07	8.74993246312902e-07	ENSG00000164796	CSMD3
chr10	22171211	22209892	38682	-	0.467	-2.54642260294999	1.4569053422398e-07	9.17942574809949e-07	ENSG00000136770	DNAJC1
chr4	160107794	160164943	57150	+	0.174	-2.51143531398714	1.47338901558048e-07	9.25399851741557e-07	ENSG00000109756	RAPGEF2
chr6	158703295	158735300	32006	+	0.831	-1.98942636179271	1.47998528841723e-07	9.26619719886386e-07	ENSG00000130338	TULP4
chr4	247349	248626	1278	+	0.571	-2.62779463332318	1.5512188667825e-07	9.68174534095285e-07	ENSG00000198155	ZNF876P
chr21	38792601	38794168	1568	+	0.098	3.14153327652502	1.60461567374164e-07	9.98371814506126e-07	ENSG00000157540	DYRK1A
chr16	81385188	81411307	26120	+	0.565	-2.08840909887375	1.63733992782492e-07	1.01555881504655e-06	ENSG00000261609	GAN
chr11	128963516	129034322	70807	-	0.136	-2.52310493442409	1.64683384806167e-07	1.01827521474869e-06	ENSG00000134909	ARHGAP32
chrX	147743429	147744289	861	+	0.759	-2.75378687758887	1.67275974911745e-07	1.03110361005971e-06	ENSG00000155966	AFF2
chr5	142434004	142526946	92943	+	0.094	-2.24631243109128	1.7269573557994e-07	1.06122595536932e-06	ENSG00000145819	ARHGAP26
chr10	94291505	94297307	5803	-	0.279	-2.1073573895237	1.83953285043567e-07	1.12692612468229e-06	ENSG00000119912	IDE
chr6	24475349	24480187	4839	-	0.737	-2.35791986062301	1.90796017166164e-07	1.16526033796881e-06	ENSG00000112293	GPLD1
chr1	12061458	12062160	703	+	0.258	-2.81446578181551	1.97238442660798e-07	1.20092275026804e-06	ENSG00000116688	MFN2
chr7	8257935	8275635	17701	-	0.697	-3.21896307913689	1.99701082458501e-07	1.21220992431364e-06	ENSG00000003147	ICA1
chr12	1399018	1553916	154899	+	0.455	-2.79681213966603	2.04962137841424e-07	1.24036357581238e-06	ENSG00000082805	ERC1
chr8	136554897	136594316	39420	+	0.095	-1.98750722313918	2.06373443098485e-07	1.24511977336086e-06	ENSG00000131773	KHDRBS3
chr7	122019422	122033636	14215	-	0.062	-3.21094526477258	2.07363658860738e-07	1.24731433471821e-06	ENSG00000081803	CADPS2
chr15	102241289	102255166	13878	-	0.198	-2.68983881528738	2.36998984483068e-07	1.42128005453551e-06	ENSG00000185418	TARS3
chr8	141810558	141900868	90311	-	0.067	-2.67918612435984	2.43392244807136e-07	1.45523711534837e-06	ENSG00000169398	PTK2
chr2	239090706	239093928	3223	-	0.624	-1.41542615610324	2.50305936929607e-07	1.49209317493068e-06	ENSG00000132323	ILKAP
chr10	123549684	123683844	134161	-	0.339	-2.66120787719396	2.56951918327875e-07	1.52713811758448e-06	ENSG00000107669	ATE1
chr4	16587545	16597498	9954	-	0.214	-2.33727367800262	2.61413033879619e-07	1.54444889047398e-06	ENSG00000169744	LDB2
chr6	147395941	147440613	44673	-	0.6	-2.83348565015265	2.61416010090271e-07	1.54444889047398e-06	ENSG00000233452	STXBP5-AS1
chr2	233612325	233626146	13822	+	0.447	-2.12650153487665	2.74149363945724e-07	1.61488575034301e-06	ENSG00000204120	GIGYF2
chr6	111708968	111795682	86715	-	0.62	-2.9642409300279	2.80629532256712e-07	1.64818111717733e-06	ENSG00000009413	REV3L
chr8	142264088	142264728	641	-	0.9	-2.91879610855585	2.86009163640914e-07	1.67483601414429e-06	ENSG00000022567	SLC45A4
chr10	116879949	116925405	45457	+	0.072	-2.15463465661636	2.87748596863211e-07	1.68008051716907e-06	ENSG00000107518	ATRNL1
chr12	1399018	1519619	120602	+	0.345	-3.24004963671816	2.96707760621248e-07	1.72732500408451e-06	ENSG00000082805	ERC1
chr13	30801549	30857928	56380	-	0.295	-2.14669177648281	3.15878212839166e-07	1.83356711884192e-06	ENSG00000102781	KATNAL1
chr10	76729418	76748870	19453	+	0.316	-2.292202933475	3.1817435523592e-07	1.8382256040277e-06	ENSG00000156650	KAT6B
chr5	78734833	78752841	18009	-	0.646	-2.25010205530924	3.18527289497517e-07	1.8382256040277e-06	ENSG00000152413	HOMER1
chr5	142264863	142311690	46828	+	0.188	-1.86456620680215	3.21025394718998e-07	1.84728774822406e-06	ENSG00000145819	ARHGAP26
chr6	56915572	56920595	5024	+	0.261	-3.53564284675899	3.22489548937937e-07	1.85036510644217e-06	n/a	
chr2	50847160	50850753	3594	-	0.054	-2.18254671529599	3.27614001484598e-07	1.87436631309148e-06	ENSG00000179915	NRXN1
chr3	27420740	27465643	44904	-	0.849	-3.03220212525588	3.32963024897593e-07	1.89951112484558e-06	ENSG00000033867	SLC4A7
chr8	105105699	105161076	55378	+	0.122	-1.94371642334812	3.38075131513568e-07	1.92316453383861e-06	ENSG00000176406	RIMS2
chr12	72955945	72969322	13378	+	0.247	-2.43906029609801	3.51358828217095e-07	1.9930354045021e-06	ENSG00000072657	TRHDE
chr11	85701293	85742653	41361	-	0.391	-2.94218337026051	3.59327425320808e-07	2.03244574947082e-06	ENSG00000073921	PICALM
chr6	36126425	36126718	294	-	0.615	-2.6282924039032	3.73527208262894e-07	2.10677810666125e-06	ENSG00000246982	
chr6	57058640	57075243	16604	-	0.627	-1.80232595731514	3.83973397244112e-07	2.15957919184471e-06	ENSG00000112210	RAB23
chr14	61275043	61346553	71511	+	0.082	-1.79205644672948	3.97594873896727e-07	2.22989125050249e-06	ENSG00000020426	MNAT1
chr15	83819967	83826793	6827	-	0.235	-2.63316198639157	4.00225004036628e-07	2.2383370310026e-06	ENSG00000166503	HDGFL3
chr18	9583115	9595100	11986	-	0.566	-1.63039649993377	4.06319712142047e-07	2.26605755427119e-06	ENSG00000154845	PPP4R1
chr4	77917578	77952123	34546	+	0.17	-2.40864268636497	4.10010226733976e-07	2.28025240622164e-06	ENSG00000138758	SEPTIN11
chr2	61749746	61753656	3911	-	0.097	1.77093946568983	4.1749943001609e-07	2.31543555755441e-06	ENSG00000082898	XPO1
chr10	116873772	117001514	127743	+	0.041	-2.42799747871901	4.4975695142922e-07	2.4874058063766e-06	ENSG00000107518	ATRNL1
chr11	13435077	13466728	31652	-	0.49	-2.54025415492021	4.6695589962748e-07	2.57537173451056e-06	ENSG00000148925	BTBD10
chr15	69548133	69553668	5536	+	0.387	-2.84774921652058	4.71317222998482e-07	2.59224472649165e-06	ENSG00000138604	GLCE
chr3	71739161	71759635	20475	-	0.095	-2.29467795639912	5.10586724356669e-07	2.80049082147143e-06	ENSG00000163412	EIF4E3
chr4	42505467	42546003	40537	-	0.124	-2.03557166849092	5.40353178789489e-07	2.95561312903811e-06	ENSG00000124406	ATP8A1
chr17	57808782	57851305	42524	+	0.36	-2.30038435856068	5.48612927431617e-07	2.99257079045575e-06	ENSG00000062716	VMP1
chr5	19838868	19839351	484	-	0.056	-2.71048632095183	5.61141856683274e-07	3.05255037337814e-06	ENSG00000145526	CDH18
chr4	166976228	166999182	22955	+	0.312	-3.51930624177644	5.77150629971656e-07	3.13108148303424e-06	ENSG00000038295	TLL1
chr2	61512010	61522425	10416	-	0.179	-2.56312082993608	6.01004757202918e-07	3.24458875858782e-06	ENSG00000115464	USP34
chr2	1926064	1927035	972	-	0.113	-2.30717752156222	6.01332622761881e-07	3.24458875858782e-06	ENSG00000186487	MYT1L
chr13	102029051	102051516	22466	-	0.267	-2.66816886978101	6.03979809271375e-07	3.25006432502516e-06	ENSG00000102452	NALCN
chr5	112102023	112137080	35058	+	0.073	-2.10462406650433	6.24946233821362e-07	3.35382197180143e-06	ENSG00000134982	APC
chr10	15875629	15885271	9643	-	0.107	-2.11700668759541	6.30138409567886e-07	3.37259562755285e-06	ENSG00000148481	MINDY3
chr3	17051166	17056403	5238	+	0.41	-2.70386269366585	6.37976353225225e-07	3.40539120448103e-06	ENSG00000154822	PLCL2
chr2	191765290	191789319	24030	+	0.162	-2.06792290079088	6.46332559150762e-07	3.44077038842024e-06	ENSG00000115419	GLS
chr2	58449077	58459247	10171	-	0.372	2.30489193247977	6.65315322810972e-07	3.53238082057772e-06	ENSG00000115392	FANCL
chr3	183056588	183107567	50980	-	0.383	-2.19976113678555	6.93101928679264e-07	3.67012218085217e-06	ENSG00000053524	MCF2L2
chr10	18816517	18825125	8609	+	0.32	-2.37609828138119	7.42262185014017e-07	3.9200106375674e-06	ENSG00000165995	CACNB2
chr15	28986256	29000043	13788	+	0.722	-2.72248763386929	7.81118044253581e-07	4.1143016563727e-06	ENSG00000248334	
chr2	160194078	160252345	58268	-	0.2	-2.84191932441641	7.85928513129918e-07	4.12871680644239e-06	ENSG00000123636	BAZ2B
chr19	40368303	40384167	15865	-	0.222	6.14858154138309	7.99484409022338e-07	4.18887752200914e-06	ENSG00000275395	FCGBP
chr18	19345733	19399607	53875	+	0.364	-2.11371969291634	8.14695243125897e-07	4.25737067995712e-06	ENSG00000101752	MIB1
chr6	16586011	16754322	168312	-	0.276	-2.218427813596	8.26320437542432e-07	4.30681673075126e-06	ENSG00000124788	ATXN1
chr12	40422103	40486735	64633	-	0.333	-2.10081023662109	8.44222162718604e-07	4.38863270488966e-06	ENSG00000151229	SLC2A13
chr8	99718695	99719539	845	-	0.3	2.84688457760858	8.60882633386335e-07	4.46358677883383e-06	ENSG00000104375	STK3
chr16	23113640	23119504	5865	-	0.216	-2.25784060429784	8.73241843626327e-07	4.51590781989615e-06	ENSG00000103404	USP31
chr15	63988323	64008672	20350	-	0.572	-1.72125705577848	8.76466300711195e-07	4.52084042672536e-06	ENSG00000103657	HERC1
chr4	87685746	87689129	3384	+	0.111	1.77168524921276	8.84940904469617e-07	4.55275798656074e-06	ENSG00000163629	PTPN13
chr5	160757890	160763776	5887	-	0.298	-2.93856090331984	9.24551444019036e-07	4.74428331196366e-06	ENSG00000145864	GABRB2
chr15	33445249	33447246	1998	-	0.773	-2.92578351707294	9.41298792681645e-07	4.81780436048626e-06	ENSG00000248905	FMN1
chr10	116879949	116975638	95690	+	0.164	-2.42475099840649	1.02667233822029e-06	5.24129391127334e-06	ENSG00000107518	ATRNL1
chr15	52876942	52885933	8992	-	0.103	-2.68192225996662	1.03592092785286e-06	5.27498354822263e-06	ENSG00000047346	FAM214A
chr22	32874968	32875262	295	+	0.532	-1.40611980687549	1.09121009146349e-06	5.54234513291787e-06	ENSG00000100225	FBXO7
chr11	63472323	63488504	16182	+	0.22	-3.0704868632876	1.12391610053113e-06	5.69393627520985e-06	ENSG00000133318	RTN3
chr18	74561482	74593468	31987	+	0.583	-2.26234165856712	1.15251504752778e-06	5.82400370463914e-06	ENSG00000130856	ZNF236
chr18	8076453	8088849	12397	+	0.121	-2.45446376339415	1.15873933399696e-06	5.84063294680491e-06	ENSG00000173482	PTPRM
chr11	130130751	130131824	1074	-	0.806	-1.75036325183363	1.18769376576939e-06	5.97146032234057e-06	ENSG00000196323	ZBTB44
chr2	32602656	32620661	18006	+	0.331	-1.97265535503218	1.21911474045571e-06	6.11399861019476e-06	ENSG00000115760	BIRC6
chr1	33413823	33415375	1553	-	0.148	2.3480468525201	1.24440772326574e-06	6.22516526889974e-06	ENSG00000116514	RNF19B
chr3	18456603	18462483	5881	-	0.047	-2.1191808795029	1.24953325798669e-06	6.23513964073056e-06	ENSG00000182568	SATB1
chr4	107092252	107133992	41741	-	0.083	-2.07958309811047	1.29141998233419e-06	6.42804296206845e-06	ENSG00000145348	TBCK
chr14	66188493	66200099	11607	+	0.237	-2.42586349637195	1.34736053162663e-06	6.68976263957264e-06	ENSG00000033170	FUT8
chr6	73016961	73023375	6415	+	0.012	-2.73655791965708	1.39568761096559e-06	6.91247271998129e-06	ENSG00000079841	RIMS1
chr6	32487147	32548633	61487	-	0.442	5.29563564868939	1.45432834943305e-06	7.18503162213697e-06	n/a	
chr1	213302870	213349835	46966	+	0.283	-2.28580288204709	1.46446031623373e-06	7.21717942975585e-06	ENSG00000136643	RPS6KC1
chr15	33149216	33202736	53521	-	0.214	-2.29909984556937	1.52831026851126e-06	7.51017220621899e-06	ENSG00000248905	FMN1
chr11	82984690	82991303	6614	-	0.459	-2.10149392287651	1.53145651216721e-06	7.51017220621899e-06	ENSG00000137500	CCDC90B
chr8	38677040	38678153	1114	+	0.054	-1.74940273256722	1.63339787590444e-06	7.99040582537037e-06	ENSG00000147526	TACC1
chr10	70246901	70266475	19575	-	0.656	-2.78703815844073	1.67189204220417e-06	8.15866925497181e-06	ENSG00000122912	SLC25A16
chr1	117944808	117963271	18464	+	0.823	-1.47313798860002	1.69971741142746e-06	8.26002976907072e-06	ENSG00000198162	MAN1A2
chr9	37126309	37127260	952	+	0.72	-2.47647936479854	1.70096042457006e-06	8.26002976907072e-06	ENSG00000147905	ZCCHC7
chr8	141799573	141900868	101296	-	0.178	-1.63159612776975	1.72574885194624e-06	8.36001451149628e-06	ENSG00000169398	PTK2
chr12	130184355	130185243	889	-	0.45	-2.59744248268039	1.74061889890691e-06	8.41158307699916e-06	ENSG00000151952	TMEM132D
chr6	69703660	69772928	69269	+	0.03	-2.12293319904704	1.82775876705091e-06	8.81130194963283e-06	ENSG00000135298	ADGRB3
chr15	76566753	76588078	21326	-	0.172	-1.67355817667904	1.88574046178678e-06	9.06886294545283e-06	ENSG00000140374	ETFA
chr21	32554738	32575328	20591	-	0.178	-3.24517904999329	1.89821341110265e-06	9.10685036507322e-06	ENSG00000156299	TIAM1
chr4	119026173	119064839	38667	+	0.457	-2.43900470784282	1.90964680935853e-06	9.13967980152124e-06	ENSG00000164100	NDST3
chr6	152949400	152949689	290	-	0.307	-2.60065114030707	1.93841800001748e-06	9.25513246531126e-06	ENSG00000131018	SYNE1
chr1	9991949	9994918	2970	-	0.292	1.79827461879845	1.97011041200738e-06	9.38394696245622e-06	ENSG00000162441	LZIC
chr10	15863655	15885271	21617	-	0.171	-1.90308890545376	1.99588938894984e-06	9.48404719188337e-06	ENSG00000148481	MINDY3
