seqnames	start	end	width	strand	CLR	lfc	pval	fdr	ENSEMBL	geneName
chr14	66082696	66096324	13629	+	0.184	-1.90386761298789	2.10436498791385e-08	1.9901280314271e-07	ENSG00000033170	FUT8
chr14	45587231	45599993	12763	-	0.647	-2.46859819103287	2.11963709885516e-08	1.99507074802197e-07	ENSG00000100442	FKBP3
chr15	88472422	88483984	11563	-	0.364	-2.71158577386279	2.18290755606172e-08	2.04493132374462e-07	ENSG00000140538	NTRK3
chr4	183522077	183575046	52970	+	0.429	-2.48223424826036	2.39439943239148e-08	2.23252454118755e-07	ENSG00000218336	TENM3
chr2	120885264	120903865	18602	+	0.057	-2.74954148167484	2.66395290589063e-08	2.47224788369102e-07	ENSG00000115109	EPB41L5
chr13	42335264	42407667	72404	-	0.208	-2.12584929021412	3.4490690862032e-08	3.18597730474398e-07	ENSG00000102763	VWA8
chr11	17899755	18031686	131932	-	0.276	-3.05956328675254	3.5242670784575e-08	3.2403677860262e-07	ENSG00000129158	SERGEF
chr14	93760204	93761283	1080	-	0.636	-2.05783132855166	4.16561012352326e-08	3.81239709922451e-07	ENSG00000011114	BTBD7
chr10	103552596	103570071	17476	-	0.185	-2.04379518106826	4.41758930643068e-08	4.02446438650061e-07	ENSG00000198408	OGA
chr2	172305191	172333460	28270	+	0.579	-1.92006424736703	4.49273303403545e-08	4.07423187470064e-07	ENSG00000115827	DCAF17
chr6	147527107	147655358	128252	+	0.232	-2.55850218808691	4.59558634460572e-08	4.14136109542896e-07	ENSG00000164506	STXBP5
chr12	101316004	101381448	65445	+	0.455	-2.29193156383161	4.60846325322155e-08	4.14136109542896e-07	ENSG00000151572	ANO4
chr6	57058640	57075243	16604	-	0.627	-1.89307911027214	4.66126751280615e-08	4.16994472091577e-07	ENSG00000112210	RAB23
chr5	110679722	110730480	50759	+	0.159	-2.84125335297689	4.79537951843559e-08	4.25039039281461e-07	ENSG00000152495	CAMK4
chr7	102743498	102769239	25742	-	0.203	-2.56007124799239	4.81662726599833e-08	4.25039039281461e-07	ENSG00000161048	NAPEPLD
chr9	124736288	124752049	15762	-	0.364	-1.79840112624252	4.83348404976171e-08	4.25039039281461e-07	ENSG00000175764	TTLL11
chr10	116873772	117001514	127743	+	0.041	-2.63170240478877	4.83679873502568e-08	4.25039039281461e-07	ENSG00000107518	ATRNL1
chr1	8525985	8674745	148761	-	0.441	-2.50545146931388	4.99304206003549e-08	4.36836190803105e-07	ENSG00000142599	RERE
chr6	147395941	147440613	44673	-	0.6	-3.03877398993629	5.08009969494537e-08	4.42415881836635e-07	ENSG00000233452	STXBP5-AS1
chr6	36126425	36126718	294	-	0.615	-2.83545701334521	5.10137144715959e-08	4.42415881836635e-07	ENSG00000246982	
chr9	20923659	20933102	9444	+	0.262	-2.14738562939928	5.41232329948407e-08	4.67342350990233e-07	ENSG00000188352	FOCAD
chr6	56915572	56920595	5024	+	0.261	-3.67626145462197	5.46321716264978e-08	4.69694774243397e-07	n/a	
chr2	50847160	50850753	3594	-	0.054	-2.30677700553101	5.51045190308488e-08	4.71713684462352e-07	ENSG00000179915	NRXN1
chr3	142455221	142503882	48662	+	0.472	-3.67700328962769	5.64808551554098e-08	4.81420507891176e-07	ENSG00000144935	TRPC1
chr3	171965323	171969331	4009	+	0.902	1.5858696744436	6.17641188081367e-08	5.24203162192135e-07	ENSG00000075420	FNDC3B
chr18	21776089	21819346	43258	-	0.176	-2.39070588815863	6.22773380225671e-08	5.2630975877795e-07	ENSG00000141447	OSBPL1A
chr7	14712554	14775819	63266	-	0.155	-2.15601710345043	6.28654668865104e-08	5.29028886595804e-07	ENSG00000136267	DGKB
chr6	111708968	111795679	86712	-	0.638	-2.70921046904554	6.70948708231802e-08	5.62238031455004e-07	ENSG00000009413	REV3L
chr1	243776973	243859018	82046	-	0.149	-2.0784009451965	6.84317812555817e-08	5.71031586443635e-07	ENSG00000117020	AKT3
chr10	22171211	22209892	38682	-	0.467	-2.50981908626644	6.92960736257725e-08	5.75824277074411e-07	ENSG00000136770	DNAJC1
chr15	69548133	69553668	5536	+	0.387	-3.04821745426684	7.21389993349953e-08	5.96950219497086e-07	ENSG00000138604	GLCE
chr11	82935897	82959129	23233	+	0.316	-2.2271624658076	7.25198919451798e-08	5.97612055614635e-07	ENSG00000137494	ANKRD42
chr8	105105699	105161076	55378	+	0.122	-1.94608770710913	7.33973977477858e-08	6.02343933583068e-07	ENSG00000176406	RIMS2
chr13	26112126	26163837	51712	+	0.192	-2.50737935807989	7.48575340733874e-08	6.1179861180966e-07	ENSG00000132932	ATP8A2
chr5	14741936	14758707	16772	-	0.212	-2.20931944051534	7.83801803746976e-08	6.37963271410448e-07	ENSG00000154122	ANKH
chr6	149833291	149862722	29432	-	0.314	-2.10522906768454	8.08360094874522e-08	6.55266591192163e-07	ENSG00000131013	PPIL4
chr7	140476712	140494267	17556	-	0.182	-2.08786948270092	8.18234832716258e-08	6.60574950314832e-07	ENSG00000157764	BRAF
chr4	39739040	39776553	37514	+	0.316	-2.46179102308155	8.33039241505e-08	6.68353439561281e-07	ENSG00000078140	UBE2K
chr10	116879949	116931050	51102	+	0.272	-2.52369340439977	8.34600468334329e-08	6.68353439561281e-07	ENSG00000107518	ATRNL1
chr6	62362160	62417308	55149	-	0.333	-2.10232316874515	8.55754735903768e-08	6.82541729118427e-07	n/a	
chr5	156721792	156731374	9583	+	0.138	-2.1088157066194	8.61887594680176e-08	6.84683505213932e-07	ENSG00000055163	CYFIP2
chr9	4286038	4286523	486	-	0.364	3.48695945740509	9.189050027108e-08	7.27069854734522e-07	ENSG00000107249	GLIS3
chr6	69758077	69785930	27854	+	0.068	-2.28729927141469	9.26608592327286e-08	7.30255819191266e-07	ENSG00000135298	ADGRB3
chr11	107916997	107925682	8686	+	0.397	-2.23044322756749	9.7658547708613e-08	7.66380528905747e-07	ENSG00000166266	CUL5
chr6	16586011	16754322	168312	-	0.276	-2.43046951419486	9.82722518690972e-08	7.66380528905747e-07	ENSG00000124788	ATXN1
chr7	99952766	99953427	662	+	0.242	3.01606106819978	9.8402333771886e-08	7.66380528905747e-07	ENSG00000121716	PILRB
chr2	203419975	203421254	1280	+	0.048	-1.91620919801179	1.02801231259422e-07	7.97512676879731e-07	ENSG00000204217	BMPR2
chr3	183361268	183390272	29005	+	0.738	-2.77912424445976	1.07987885105333e-07	8.34490038206974e-07	ENSG00000114796	KLHL24
chr8	142264088	142264728	641	-	0.9	-2.90876686956999	1.09498783006916e-07	8.42885980820677e-07	ENSG00000022567	SLC45A4
chr11	128963516	129034322	70807	-	0.136	-2.42516307367738	1.13228998000649e-07	8.68234710537796e-07	ENSG00000134909	ARHGAP32
chr12	1372200	1399178	26979	+	0.351	-2.81245569897662	1.14224157578219e-07	8.72496834424397e-07	ENSG00000082805	ERC1
chr11	95825056	95826681	1626	-	0.286	2.74467609913638	1.14670142102572e-07	8.72547518067847e-07	ENSG00000184384	MAML2
chr6	69703660	69728391	24732	+	0.047	-2.17284819763882	1.15214486523795e-07	8.73343397848311e-07	ENSG00000135298	ADGRB3
chr15	28986256	29000043	13788	+	0.722	-2.91361158390485	1.16081952500392e-07	8.76573223063795e-07	ENSG00000248334	
chr16	21979949	21987564	7616	+	0.051	-2.50555419899768	1.2892276958223e-07	9.69850834811778e-07	ENSG00000140740	UQCRC2
chr2	160194078	160252345	58268	-	0.2	-3.03198814483141	1.31761552368674e-07	9.8397323940835e-07	ENSG00000123636	BAZ2B
chr3	18456603	18462483	5881	-	0.047	-2.34765815566672	1.31790977685106e-07	9.8397323940835e-07	ENSG00000182568	SATB1
chr12	1399018	1553916	154899	+	0.455	-2.6182057471937	1.32551081152647e-07	9.8594174969722e-07	ENSG00000082805	ERC1
chr6	111708968	111795682	86715	-	0.62	-2.86386394248572	1.40880201881778e-07	1.04398537663138e-06	ENSG00000009413	REV3L
chr6	24475349	24480187	4839	-	0.737	-2.32870751863948	1.44714278575597e-07	1.06841099349865e-06	ENSG00000112293	GPLD1
chr5	142264863	142311690	46828	+	0.124	-1.85566373321959	1.46991158579493e-07	1.08120163310694e-06	ENSG00000145819	ARHGAP26
chr2	152698417	152717334	18918	-	0.262	-2.47012417193443	1.47812591781366e-07	1.08323176117266e-06	ENSG00000283228	
chr20	47752370	47782822	30453	-	0.143	-2.19734745612412	1.51877823524083e-07	1.10893146146629e-06	ENSG00000124214	STAU1
chr14	50175877	50210523	34647	+	0.444	-2.08661785220555	1.53181904039521e-07	1.11435626894684e-06	ENSG00000197776	KLHDC1
chr3	65415195	65416556	1362	-	0.423	-1.97884277430821	1.60862684203365e-07	1.16596091543023e-06	ENSG00000151276	MAGI1
chr10	123549684	123683844	134161	-	0.339	-2.55888754823231	1.6243087754676e-07	1.17304626475588e-06	ENSG00000107669	ATE1
chr2	61749746	61753656	3911	-	0.097	1.7766921237457	1.64423009545744e-07	1.18313078607916e-06	ENSG00000082898	XPO1
chr7	33976901	34014396	37496	+	0.538	-1.91528514548661	1.727493496603e-07	1.23855670911681e-06	ENSG00000164619	BMPER
chr16	81385188	81411307	26120	+	0.565	-2.10723103282556	1.84194985710071e-07	1.31586777561223e-06	ENSG00000261609	GAN
chr14	71511850	71524441	12592	+	0.237	-2.10382964507583	1.87577880424721e-07	1.33523179399103e-06	ENSG00000100731	PCNX1
chr2	58449077	58459247	10171	-	0.372	2.27401988437561	1.91011749745702e-07	1.35481905355344e-06	ENSG00000115392	FANCL
chr13	111857636	111885640	28005	+	0.091	-2.33234053397145	1.94277972914201e-07	1.37308204344343e-06	ENSG00000102606	ARHGEF7
chr12	22637631	22659753	22123	-	0.419	-2.6185326681531	1.99075256361446e-07	1.40199808203487e-06	ENSG00000111731	C2CD5
chr15	33149216	33194241	45026	-	0.629	-2.99933226307749	2.00949847812791e-07	1.40604303404344e-06	ENSG00000248905	FMN1
chr15	33445249	33447246	1998	-	0.773	-3.1326007592385	2.01594456185023e-07	1.40604303404344e-06	ENSG00000248905	FMN1
chr5	142416761	142526946	110186	+	0.151	-2.09886838731217	2.01869775508574e-07	1.40604303404344e-06	ENSG00000145819	ARHGAP26
chr11	82984690	82991303	6614	-	0.459	-2.33457671057468	2.02481524539992e-07	1.40604303404344e-06	ENSG00000137500	CCDC90B
chr18	74561482	74593468	31987	+	0.583	-2.4868889613747	2.0554232896912e-07	1.42232426945182e-06	ENSG00000130856	ZNF236
chr7	91924203	91991587	67385	+	0.264	-1.99475060600052	2.09532575153984e-07	1.44490171616601e-06	ENSG00000001629	ANKIB1
chr18	9583115	9595100	11986	-	0.566	-1.62315318909742	2.17299654269716e-07	1.49327720892614e-06	ENSG00000154845	PPP4R1
chr3	17051166	17056403	5238	+	0.41	-2.65773305217523	2.18453254481444e-07	1.49602814965568e-06	ENSG00000154822	PLCL2
chr8	99718695	99719539	845	-	0.3	2.88556631027929	2.30217963856522e-07	1.57117826879399e-06	ENSG00000104375	STK3
chr2	120684174	120702816	18643	+	0.222	-2.09419760638785	2.3242934068457e-07	1.58083791301218e-06	ENSG00000088179	PTPN4
chr15	66021410	66048810	27401	-	0.268	-2.40414064224797	2.35275164286683e-07	1.59473200093294e-06	ENSG00000174485	DENND4A
chr12	40422103	40486735	64633	-	0.333	-2.06180582840853	2.41993580709183e-07	1.63469133091305e-06	ENSG00000151229	SLC2A13
chr6	109962721	109993370	30650	-	0.333	-2.35315353764687	2.45912075737858e-07	1.65553010988267e-06	ENSG00000155085	AK9
chr1	101379219	101440458	61240	+	0.652	-2.75503832257534	2.48488465373869e-07	1.66722328456927e-06	ENSG00000162695	SLC30A7
chr4	247349	248626	1278	+	0.571	-2.50744127517103	2.5055494189603e-07	1.67542799530477e-06	ENSG00000198155	ZNF876P
chr5	78734833	78752841	18009	-	0.646	-2.14123310524474	2.53384036606742e-07	1.6834150597998e-06	ENSG00000152413	HOMER1
chr5	127474289	127488497	14209	+	0.323	-2.48155052964862	2.53444664088691e-07	1.6834150597998e-06	ENSG00000064651	SLC12A2
chr15	91795049	91811835	16787	+	0.097	-2.89015571625934	2.58506035230354e-07	1.71130995322494e-06	ENSG00000185518	SV2B
chr15	102241289	102255166	13878	-	0.198	-2.63054465181675	2.80833584478847e-07	1.85294185639532e-06	ENSG00000185418	TARS3
chr1	12061458	12062160	703	+	0.258	-2.61745926625555	2.84693112040461e-07	1.87218715401442e-06	ENSG00000116688	MFN2
chr21	32554738	32575328	20591	-	0.178	-3.44229707746151	2.90214371735373e-07	1.89713846416193e-06	ENSG00000156299	TIAM1
chr15	83819967	83826793	6827	-	0.235	-2.62901755254213	2.9039783137222e-07	1.89713846416193e-06	ENSG00000166503	HDGFL3
chr6	158703295	158735300	32006	+	0.831	-2.04908998675392	2.93415457376597e-07	1.91056753557351e-06	ENSG00000130338	TULP4
chr12	112757029	112757546	518	-	0.222	-2.76452507901536	2.9533227514598e-07	1.91676437398666e-06	ENSG00000173064	HECTD4
chr12	100166700	100175875	9176	-	0.519	-2.34754928580551	3.11739922071377e-07	2.01666281835099e-06	ENSG00000185046	ANKS1B
chr11	8158925	8161740	2816	-	0.364	-1.78559521294124	3.26150188784475e-07	2.10303336014925e-06	ENSG00000166405	RIC3
chr4	77917578	77952123	34546	+	0.17	-2.40382934973274	3.37932196738964e-07	2.17195256544849e-06	ENSG00000138758	SEPTIN11
chr7	8043538	8110761	67224	+	0.613	-2.48023534104077	3.62995456892366e-07	2.32551283028464e-06	ENSG00000106415	GLCCI1
chr14	93934017	93954101	20085	+	0.394	-2.13718390138471	3.68327233566445e-07	2.35208323428604e-06	ENSG00000133958	UNC79
chr11	85701293	85742653	41361	-	0.372	-2.79033468984072	3.73056941391175e-07	2.37465091539382e-06	ENSG00000073921	PICALM
chrX	13684436	13698717	14282	+	0.897	-1.83453105389924	3.78327410871453e-07	2.40050555268596e-06	ENSG00000176896	TCEANC
chr3	71739161	71759635	20475	-	0.095	-2.25980265185253	3.83190773163318e-07	2.42362062261895e-06	ENSG00000163412	EIF4E3
chrX	147743429	147744289	861	+	0.759	-2.71033063663614	3.85480155818197e-07	2.43036060144425e-06	ENSG00000155966	AFF2
chr2	61512010	61522425	10416	-	0.179	-2.47501393368348	3.95350222086419e-07	2.48470107931528e-06	ENSG00000115464	USP34
chr10	116879949	116975638	95690	+	0.164	-2.42359246703379	4.13785726859533e-07	2.59236105218622e-06	ENSG00000107518	ATRNL1
chr7	153555506	153562137	6632	+	0.75	-4.47732042754155	4.30223563097933e-07	2.68686791293238e-06	n/a	
chr9	125719290	125782738	63449	+	0.2	-1.99019160569643	4.47363718025526e-07	2.78515468338149e-06	ENSG00000011454	RABGAP1
chr18	19345733	19399607	53875	+	0.364	-1.97735442813446	4.61644957521501e-07	2.86508401761782e-06	ENSG00000101752	MIB1
chr2	233612325	233626146	13822	+	0.447	-1.99544738557879	4.63220290500067e-07	2.86590497486957e-06	ENSG00000204120	GIGYF2
chr12	2613602	2622150	8549	+	0.383	-2.32769210511138	5.35338736196114e-07	3.30180972076237e-06	ENSG00000151067	CACNA1C
chr15	63988323	64008672	20350	-	0.572	-1.6681101981884	5.44928043185641e-07	3.35054827791543e-06	ENSG00000103657	HERC1
chr13	100953714	101020828	67115	+	0.206	-2.25578221400802	6.07945194496304e-07	3.72647887737549e-06	ENSG00000175198	PCCA
chr4	160107794	160164943	57150	+	0.174	-2.25277560161372	6.1263847393823e-07	3.74369233612715e-06	ENSG00000109756	RAPGEF2
chr7	156516806	156619438	102633	-	0.141	-1.93351454528902	6.15309193674967e-07	3.74847870748001e-06	ENSG00000105983	LMBR1
chr1	9991949	9994918	2970	-	0.292	1.81054585645515	6.27207137453682e-07	3.80927637609484e-06	ENSG00000162441	LZIC
chr5	94224584	94248681	24098	-	0.204	-2.58809639279359	6.39387004703699e-07	3.87141033945593e-06	ENSG00000175471	MCTP1
chr1	55589120	55600086	10967	-	0.381	-3.12082632465567	6.75243667619475e-07	4.07609095407987e-06	ENSG00000162402	USP24
chr21	32537279	32567621	30343	-	0.097	-3.04479999736388	6.86613855582966e-07	4.13216702178112e-06	ENSG00000156299	TIAM1
chr4	42505467	42546003	40537	-	0.124	-1.94916775029297	7.38502173121894e-07	4.43101303873137e-06	ENSG00000124406	ATP8A1
chr12	1399018	1519619	120602	+	0.345	-2.99498004693345	7.87556627378207e-07	4.71110681317204e-06	ENSG00000082805	ERC1
chr7	103801520	103844682	43163	-	0.343	-2.21151781340635	7.99689893206276e-07	4.76932170542842e-06	ENSG00000164815	ORC5
chr2	239090706	239093928	3223	-	0.624	-1.28550012043055	8.29586034008257e-07	4.93280797467185e-06	ENSG00000132323	ILKAP
chr5	21491430	21497305	5876	+	0.55	4.50476343218211	8.54647944213012e-07	5.06665915584192e-06	ENSG00000183666	GUSBP1
chr1	85121515	85136991	15477	-	0.176	-2.65559754801723	8.63887272860138e-07	5.10619084494118e-06	ENSG00000117155	SSX2IP
chr1	211192206	211264032	71827	-	0.37	-2.27470388511065	8.69330342659306e-07	5.12311590659164e-06	ENSG00000143473	KCNH1
chr6	73016961	73023375	6415	+	0.012	-2.53220009343134	8.96859905036824e-07	5.26971530000927e-06	ENSG00000079841	RIMS1
chr22	22153301	22162135	8835	-	0.073	-1.8237052329502	9.02574628156114e-07	5.28632243172954e-06	ENSG00000100030	MAPK1
chr5	112102023	112137080	35058	+	0.073	-1.96308194050994	9.05009882572026e-07	5.28632243172954e-06	ENSG00000134982	APC
chr17	61228631	61278318	49688	+	0.274	-1.97585593456146	9.08689653576543e-07	5.29225117889447e-06	ENSG00000170921	TANC2
chr13	102029051	102051516	22466	-	0.265	-2.56967399983182	9.2082610382218e-07	5.34725333973933e-06	ENSG00000102452	NALCN
chr14	66188493	66200099	11607	+	0.237	-2.39983083113705	9.28828706811382e-07	5.3779994511003e-06	ENSG00000033170	FUT8
chr7	74119496	74131270	11775	+	0.043	2.38183695972676	9.8663538917109e-07	5.69609849678426e-06	ENSG00000263001	GTF2I
chr10	15863655	15885271	21617	-	0.171	-1.95359935992117	1.0553985505604e-06	6.07542469974769e-06	ENSG00000148481	MINDY3
chr8	15508206	15531345	23140	+	0.168	-2.10379499282925	1.08980036578041e-06	6.25532811109793e-06	ENSG00000104723	TUSC3
chr15	49528048	49531564	3517	+	0.214	2.31108916341937	1.12627040526333e-06	6.44603177191058e-06	ENSG00000156958	GALK2
chr10	76729418	76748870	19453	+	0.316	-1.92277032012606	1.13420877414543e-06	6.46796583559042e-06	ENSG00000156650	KAT6B
chr6	152949400	152949689	290	-	0.307	-2.52017337544597	1.13661635277999e-06	6.46796583559042e-06	ENSG00000131018	SYNE1
chr5	172535627	172550205	14579	+	0.127	-1.83728403267264	1.20696059404432e-06	6.84863925649149e-06	ENSG00000164463	CREBRF
chr10	45953233	45959775	6543	-	0.278	-2.64976164712854	1.23094140485138e-06	6.96481376078305e-06	ENSG00000165406	MARCHF8
chr4	108866126	108868693	2568	+	0.581	-1.66203988824154	1.25496691728827e-06	7.08058039129118e-06	ENSG00000155016	CYP2U1
chr11	128932175	128936763	4589	-	0.203	-1.73292268668503	1.26227480458218e-06	7.10163671926402e-06	ENSG00000134909	ARHGAP32
chr9	20819795	20874806	55012	+	0.148	-1.95071942865009	1.29148290504256e-06	7.24543799269642e-06	ENSG00000188352	FOCAD
chr1	213302870	213349835	46966	+	0.283	-2.19938785185885	1.32566076209623e-06	7.41623175640315e-06	ENSG00000136643	RPS6KC1
chr5	132227856	132232932	5077	-	0.122	-2.03477301393137	1.3421433281394e-06	7.4873501395642e-06	ENSG00000072364	AFF4
chr6	152650865	152653025	2161	-	0.323	-2.79518217433988	1.35057780604474e-06	7.51329838320686e-06	ENSG00000131018	SYNE1
chr4	183522077	183550042	27966	+	0.156	-2.14640480512605	1.36067494067155e-06	7.54832522953546e-06	ENSG00000218336	TENM3
chr12	95650926	95690034	39109	+	0.138	-2.12925713697125	1.41405734507347e-06	7.8226124994872e-06	ENSG00000028203	VEZT
chr2	191765290	191789319	24030	+	0.162	-1.86997709235354	1.46024649428504e-06	8.05569316013914e-06	ENSG00000115419	GLS
chr18	46783380	46906128	122749	-	0.241	-1.85130268033869	1.47352228490494e-06	8.10641345656844e-06	ENSG00000141627	DYM
chr10	126628943	126631876	2934	+	0.226	-2.59954433830256	1.50190527487931e-06	8.23973446384063e-06	n/a	
chr2	50699436	50847321	147886	-	0.049	-2.08734788943633	1.51990625728497e-06	8.31552018448474e-06	ENSG00000179915	NRXN1
chr18	22901972	22907412	5441	-	0.219	-3.69361076004741	1.54368980477737e-06	8.42243942936224e-06	ENSG00000198795	ZNF521
chr3	27420740	27465643	44904	-	0.849	-2.89054420600169	1.57808183086639e-06	8.58649456465933e-06	ENSG00000033867	SLC4A7
chr6	32487147	32548633	61487	-	0.347	5.13311892858854	1.63786699924881e-06	8.88744224182554e-06	n/a	
chr7	97820040	97823884	3845	+	0.24	-1.78977605890218	1.72200955577321e-06	9.31855852252205e-06	ENSG00000164715	LMTK2
chr9	35546427	35548532	2106	+	0.209	-2.16578481093797	1.73632363875746e-06	9.37048572438128e-06	ENSG00000198853	RUSC2
chr10	116247717	116251637	3921	-	0.089	-2.70166220096758	1.8016632502189e-06	9.67455464611682e-06	ENSG00000099204	ABLIM1
chr7	139415731	139416814	1084	-	0.071	1.74948954920995	1.80240947586265e-06	9.67455464611682e-06	ENSG00000064393	HIPK2
chr18	18571137	18600200	29064	-	0.486	-2.8302530615654	1.83412590131626e-06	9.81825886796253e-06	ENSG00000067900	ROCK1
chr19	5604594	5604947	354	-	0.113	2.13990679996832	1.8595527659916e-06	9.92761234747128e-06	ENSG00000130254	SAFB2
chr4	107092252	107133992	41741	-	0.083	-2.05604602092361	1.90492615929255e-06	1.01425827140885e-05	ENSG00000145348	TBCK
chr11	130130751	130131824	1074	-	0.806	-1.63822425553598	1.93300231299748e-06	1.02429443305853e-05	ENSG00000196323	ZBTB44
chr1	99418626	99422297	3672	-	0.571	-1.96435280151903	1.93409069686278e-06	1.02429443305853e-05	ENSG00000117598	PLPPR5
chr5	40764616	40777688	13073	-	0.143	-1.89970721187325	1.95200459427497e-06	1.03091164065894e-05	ENSG00000132356	PRKAA1
chr14	61275043	61346553	71511	+	0.082	-1.62572381672955	1.95696721313404e-06	1.03091164065894e-05	ENSG00000020426	MNAT1
chr5	137093556	137094709	1154	-	0.8	-2.18080244104934	1.99146960627496e-06	1.04631180901113e-05	n/a	
chr17	19921300	20013875	92576	+	0.465	-3.22520194293038	2.02807711961004e-06	1.06273381518352e-05	ENSG00000128487	SPECC1
chr6	69703660	69772928	69269	+	0.03	-1.95158218657562	2.0499017552464e-06	1.07134339103141e-05	ENSG00000135298	ADGRB3
chr7	8257935	8275635	17701	-	0.697	-2.77415249285695	2.17667400633598e-06	1.13461274975938e-05	ENSG00000003147	ICA1
chr13	30801549	30857928	56380	-	0.295	-1.90306337763706	2.24089996805666e-06	1.16503333417815e-05	ENSG00000102781	KATNAL1
chr5	133534777	133541822	7046	-	0.059	-2.64258577553847	2.27629546825443e-06	1.18034537857789e-05	ENSG00000113575	PPP2CA
chr10	116879949	116925405	45457	+	0.072	-1.98598649692968	2.28609512266537e-06	1.1823398212535e-05	ENSG00000107518	ATRNL1
chr2	32602656	32620661	18006	+	0.331	-1.78871122694038	2.33202403679579e-06	1.2029609706692e-05	ENSG00000115760	BIRC6
chr12	22646157	22659753	13597	-	0.144	-2.01680732475286	2.34282801119404e-06	1.20540322026719e-05	ENSG00000111731	C2CD5
chr18	8718422	8720494	2073	+	0.671	-2.29469752696302	2.3656261500006e-06	1.21398799325612e-05	ENSG00000168502	MTCL1
chr1	33413823	33415375	1553	-	0.148	2.22827551650201	2.40295702129362e-06	1.22996717636318e-05	ENSG00000116514	RNF19B
chr3	55922417	56026278	103862	-	0.138	-2.66949232040886	2.77640077346872e-06	1.4174632226501e-05	ENSG00000187672	ERC2
chr4	87685746	87689129	3384	+	0.111	1.72052457405538	2.79325001392996e-06	1.42240885324741e-05	ENSG00000163629	PTPN13
chr19	23316882	23318845	1964	+	0.444	3.53983837904724	2.84383282710277e-06	1.44446342573558e-05	ENSG00000183850	ZNF730
chr11	63472323	63488504	16182	+	0.22	-2.709138838185	2.8592583736936e-06	1.44859365565191e-05	ENSG00000133318	RTN3
chr13	78293667	78327493	33827	+	0.457	-1.66940619256699	2.93691407085539e-06	1.4841504693941e-05	ENSG00000139737	SLAIN1
chr13	20632715	20641530	8816	+	0.072	-1.96485678373876	2.99033594874893e-06	1.50731147061304e-05	ENSG00000121741	ZMYM2
chr2	106761646	106782539	20894	-	0.54	-1.29481634799158	3.00524311159491e-06	1.51099058724747e-05	ENSG00000115652	UXS1
chr2	7154585	7170346	15762	+	0.135	-2.35394253461136	3.03008585710205e-06	1.51963396772845e-05	ENSG00000151692	RNF144A
chr6	54013854	54054712	40859	+	0.24	-2.41392235857244	3.22177314150623e-06	1.61169810051168e-05	ENSG00000146147	MLIP
chrX	134679348	134686071	6724	+	0.542	-2.25121870724427	3.23389495558822e-06	1.6136973321101e-05	ENSG00000165359	INTS6L
chr13	26343184	26349097	5914	+	0.311	-1.85993946929964	3.28476306543124e-06	1.63497229271841e-05	ENSG00000132932	ATP8A2
chr1	211256122	211280719	24598	-	0.25	-2.34074653751556	3.43336507031364e-06	1.70466575741072e-05	ENSG00000143473	KCNH1
chr7	55231426	55233130	1705	+	0.473	8.93215067281171	3.51905891322955e-06	1.74285561139e-05	ENSG00000146648	EGFR
chr9	21476898	21477291	394	-	0.878	-2.49653051995274	3.70667345459246e-06	1.83120733353747e-05	ENSG00000171889	MIR31HG
chr11	58317259	58318705	1447	-	0.83	-2.49195624056935	3.79931087725821e-06	1.87231548442551e-05	ENSG00000110031	LPXN
chr17	57808782	57851305	42524	+	0.36	-2.04977071974305	3.83386082264998e-06	1.88466524598586e-05	ENSG00000062716	VMP1
chr7	73114708	73115261	554	-	0.289	-2.11399872139749	3.96191695285578e-06	1.94280668354854e-05	ENSG00000106089	STX1A
chr1	211952260	211966532	14273	-	0.658	-1.81919587647659	4.04851282844198e-06	1.98038090573541e-05	ENSG00000123684	LPGAT1
chr19	40368303	40384167	15865	-	0.242	5.95060539018045	4.06434628903261e-06	1.98324121130682e-05	ENSG00000275395	FCGBP
chr21	17135210	17138460	3251	+	0.129	2.04076469087327	4.09728172958709e-06	1.9944121360196e-05	ENSG00000155313	USP25
chr11	13435077	13466728	31652	-	0.552	-2.19101917594406	4.1644053151916e-06	2.02212932908815e-05	ENSG00000148925	BTBD10
chr15	50923614	50955243	31630	-	0.36	-1.63806681463097	4.2789371937629e-06	2.07267543093003e-05	ENSG00000092439	TRPM7
chr18	59739906	59763183	23278	-	0.24	-1.81298025287801	4.44801542934351e-06	2.14933300308423e-05	ENSG00000197563	PIGN
chr6	70447834	70500364	52531	-	0.05	-2.0965178725289	4.55473787672539e-06	2.19556053960598e-05	ENSG00000168216	LMBRD1
chr14	67736418	67770316	33899	+	0.267	-1.67661413922082	4.56914409872401e-06	2.19717195643242e-05	ENSG00000072415	MPP5
chr1	84644860	84663507	18648	+	0.035	-2.16321146158594	4.67963794292309e-06	2.24234213452437e-05	ENSG00000142875	PRKACB
chr3	62431440	62467544	36105	-	0.083	-1.92893860881432	4.68565954595978e-06	2.24234213452437e-05	ENSG00000163618	CADPS
chr1	247318868	247323115	4248	-	0.737	2.04950703676276	4.90144567765828e-06	2.33996901822821e-05	ENSG00000196418	ZNF124
chr9	86274695	86301070	26376	-	0.386	-1.68885875034046	4.9275298147213e-06	2.3467803865795e-05	n/a	
chr2	168869144	168986268	117125	-	0.219	-1.84671603237849	5.04541211550009e-06	2.39717427305818e-05	ENSG00000198648	STK39
chr6	99887645	99913012	25368	-	0.493	-2.15024173159064	5.08645645043267e-06	2.41090752041988e-05	ENSG00000123552	USP45
