ID	ENSEMBL	SYMBOL	hb01	hb02	hb03	hb04	hb05	hb06	hb07	hb08	hb09	hb10	hb11	hb12	hb13	hb14	hb15	hb16	hb17	hb18	P01	P02	P03	P04	P05	P06	P07	P08	P09	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	R01	R02	R03
chr20:47708583|47711500	ENSG00000124207	CSE1L	1.05656456860851	0	0	0	0	0	0	0	0	2.00718864388132	1.35858570439835	1.36699074821004	0	0	0	0	2.27026469287094	2.44017865795467	0	0	0	0	2.8531566144461	0	0	0	0	0	0	0	0	0	0	0	0	0	4.72244481405091	0	0	0	0	0	9.63100908685429	0
chr20:47752370|47782822	ENSG00000124214	STAU1	2.11312913721702	7.55838854631734	7.46101901051045	4.41867526840394	7.02156569759735	0	1.29115565290395	1.30471633897999	5.32317697624988	4.68344016905642	7.4722213741909	9.56893523747028	3.51105683530828	4.21846216618587	3.5226981056873	2.1384356249073	4.54052938574187	4.88035731590934	1.65089368734382	0	0	0	0	0	0	0	0	0	0	0	0	0	9.45849255219248	0	5.6999261030583	0	0	0	0	0	0	0	0	13.6963530604696
chr20:47752370|47790806	ENSG00000124214	STAU1	1.05656456860851	0	0	0	0	0	0	0	0	0	0	0	1.40442273412331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:48256215|48260187	ENSG00000158470	B4GALT5	2.11312913721702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:49354394|49373352	n/a		1.05656456860851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:50255882|50307358	ENSG00000054793	ATP9A	7.39595198025958	2.1595395846621	9.32627376313806	3.15619662028853	1.27664830865406	0	3.87346695871185	1.30471633897999	7.98476546437482	1.33812576258755	4.07575711319504	3.4174768705251	1.40442273412331	0	0	2.8512474998764	0	12.2008932897733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.75606610870891	0	4.27494457729372	0	0	0	0	0	0	6.79482587051592	0	8.21781183628175
chr20:50273477|50307358	ENSG00000054793	ATP9A	7.39595198025958	8.63815833864839	2.48700633683682	5.04991459246165	4.46826908028922	3.85186673611524	3.22788913225988	3.26179084744999	7.31936834234359	8.69781745681906	12.9065641917843	10.2524306115753	2.80884546824662	3.51538513848822	1.40907924227492	2.1384356249073	7.56754897623645	5.69375020189423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.70242644348357	0	4.27494457729372	0	0	0	0	0	0	0	0	10.9570824483757
chr20:50286536|50307358	ENSG00000054793	ATP9A	3.16969370582553	1.07976979233105	2.48700633683682	3.15619662028853	2.55329661730813	0	0	0	0	2.00718864388132	3.39646426099587	6.15145836694518	1.40442273412331	0	6.34085659023714	2.8512474998764	3.78377448811823	6.50714308787912	0	0	0	0	0	3.06176399500449	0	2.11579618934893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:50290692|50307358	ENSG00000054793	ATP9A	6.33938741165107	3.77919427315867	5.59576425788283	5.68115391651936	5.10659323461626	2.56791115741016	1.93673347935593	5.21886535591998	0	6.02156593164397	5.43434281759339	4.78446761873514	6.3199023035549	3.51538513848822	2.81815848454984	0	8.3243038738601	6.50714308787912	0	0	0	0	0	2.04117599666966	0	2.11579618934893	0	0	0	0	0	0	5.40485288696713	0	2.84996305152915	2.89073413127706	0	0	0	0	0	4.52988391367728	0	13.6963530604696
chr20:50342358|50346517	ENSG00000054793	ATP9A	1.05656456860851	0	0	1.89371797217312	0	0	0	0	0	2.00718864388132	0	0	0	0	1.40907924227492	0	1.51350979524729	0	1.65089368734382	0	0	0	0	0	0	2.11579618934893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:52601826|52612589	ENSG00000064787	BCAS1	1.58484685291277	0	0	0	3.19162077163516	0	0	0	0	0	0	1.36699074821004	2.10663410118497	2.10923108309293	0	0	0	0	0	0	0	0	0	0	0	4.23159237869787	0	3.36767873133148	0	0	8.96298571264523	0	0	2.72019327761812	0	0	0	0	0	0	0	0	0	5.47854122418783
chr20:57014001|57016139	ENSG00000124164	VAPB	10.0373634017809	9.71792813097944	9.32627376313806	10.731068508981	2.55329661730813	5.13582231482032	1.29115565290395	2.60943267795999	0	7.35969169423151	8.83080707858925	15.0368982303104	4.91547956943159	7.03077027697645	2.81815848454984	4.2768712498146	20.4323822358384	26.8419652375014	7.42902159304717	3.36349780624579	0	10.2945565550798	5.70631322889219	6.12352799000898	11.3724156845078	19.0421657041404	0	10.1030361939944	6.8761225038294	9.97102320418539	5.12170612151156	12.8564076149557	35.1315437652864	8.16057983285436	15.6747967834103	20.2351389189395	25.1863723416049	17.8633402383442	10.1857836061564	76.0556574210333	10.8796217821793	31.709187395741	36.1162840757036	79.4388477507235
chr20:58342241|58349545	ENSG00000087495	PHACTR3	3.69797599012979	1.61965468849657	3.73050950525522	1.89371797217312	0	0	0	0	3.32698561015618	2.00718864388132	4.75504996539421	6.8349537410502	0	7.03077027697645	2.11361886341238	1.4256237499382	4.54052938574187	4.88035731590934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.84996305152915	0	0	0	0	0	0	0	0	5.47854122418783
chr20:58342241|58381249	ENSG00000087495	PHACTR3	1.05656456860851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.84996305152915	0	0	0	0	0	0	0	0	0
chr20:58348334|58349545	ENSG00000087495	PHACTR3	3.16969370582553	5.39884896165525	0	2.52495729623083	0	3.2098889467627	1.29115565290395	1.95707450846999	4.65777985421865	2.00718864388132	5.43434281759339	3.4174768705251	1.40442273412331	1.40615405539529	0	0	0	3.25357154393956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.84996305152915	0	0	0	0	0	0	0	0	0
chr20:58415424|58416590	ENSG00000087495	PHACTR3	2.11312913721702	1.61965468849657	4.35226108946443	3.15619662028853	3.19162077163516	0	0	0	3.99238273218741	0	2.03787855659752	5.46796299284016	2.80884546824662	3.51538513848822	2.11361886341238	3.5640593748455	8.3243038738601	8.1339288598489	0	0	0	0	0	0	0	0	0	0	3.4380612519147	0	0	0	8.1072793304507	0	7.12490762882287	0	0	0	0	0	0	9.05976782735456	0	0
chr20:58426623|58436553	n/a		11.0939279703894	16.7364317811313	8.08277059471965	14.5185044533272	1.27664830865406	0	0	0	11.9771481965622	11.3740689819942	14.2651498961826	15.7203936044155	14.7464387082948	8.43692433237174	4.93177734796222	7.128118749691	20.4323822358384	17.0812506056827	0	0	0	0	0	0	0	3.1736942840234	0	0	0	0	0	0	27.0242644348357	0	12.8248337318812	0	0	0	0	0	0	18.1195356547091	0	21.9141648967513
chr20:58426623|58517567	n/a		1.05656456860851	0	0	0	1.27664830865406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.21781183628175
chr20:60714131|60716000	ENSG00000101182	PSMA7	10.5656456860851	7.55838854631734	14.9220380210209	13.2560258052118	6.38324154327032	3.85186673611524	3.22788913225988	7.82829803387996	19.2965165389058	0	8.83080707858925	20.5048612231506	11.9375932400481	7.73384730467409	9.86355469592444	9.26655437459831	15.8918528500965	8.94732174583379	1.65089368734382	3.36349780624579	1.70678629514073	1.71575942584663	0	0	5.16927985659443	2.11579618934893	2.1567158797971	2.24511915422099	2.2920408346098	2.49275580104635	0	3.85692228448671	22.9706247696103	4.08028991642718	24.2246859379978	13.0083035907468	4.72244481405091	11.3675801516736	3.39526120205213	6.00439400692368	0	22.6494195683864	14.4465136302814	30.1319767330331
chr20:62407031|62436817	ENSG00000130584	ZBTB46	1.58484685291277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.24511915422099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:16386665|16415895	ENSG00000180530	NRIP1	1.05656456860851	0	0	1.89371797217312	0	0	0	0	3.32698561015618	4.01437728776264	2.03787855659752	3.4174768705251	0	0	0	3.5640593748455	0	3.25357154393956	0	4.20437225780724	1.70678629514073	6.00515799046319	0	0	0	4.23159237869787	3.23507381969565	7.85791703977346	8.02214292113431	2.49275580104635	0	0	2.70242644348357	6.8004831940453	4.27494457729372	7.22683532819266	3.14829654270061	22.7351603033472	0	0	13.0555461386151	20.3844776115478	14.4465136302814	13.6963530604696
chr21:17135210|17138460	ENSG00000155313	USP25	1.05656456860851	1.07976979233105	2.48700633683682	0	0	0	0	1.30471633897999	2.66158848812494	2.6762515251751	0	3.4174768705251	5.61769093649324	0	0	4.2768712498146	4.54052938574187	8.1339288598489	2.47634053101572	2.52262335468435	0	0	6.65736543370756	4.08235199333932	0	4.23159237869787	0	8.98047661688396	5.7301020865245	4.9855116020927	8.96298571264523	10.2851260919646	5.40485288696713	12.2408697492815	4.27494457729372	10.1175694594697	14.1673344421527	11.3675801516736	0	30.0219700346184	10.8796217821793	20.3844776115478	19.2620181737086	13.6963530604696
chr21:17172076|17214859	ENSG00000155313	USP25	1.58484685291277	0	0	0	0	0	0	0	0	0	0	1.36699074821004	0	2.81230811079058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.70242644348357	0	0	0	0	0	0	4.00292933794912	0	4.52988391367728	0	0
chr21:17443434|17603435	ENSG00000215386	MIR99AHG	1.58484685291277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:22150736|22153979	ENSG00000224924	LINC00320	1.58484685291277	0	0	0	1.27664830865406	0	0	0	0	0	0	0	1.40442273412331	0	0	0	0	1.62678577196978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:27326904|27372497	ENSG00000142192	APP	1.05656456860851	2.69942448082762	1.86525475262761	1.26247864811541	2.55329661730813	3.2098889467627	3.87346695871185	7.17593986438997	0	3.34531440646887	0	1.36699074821004	0	2.81230811079058	1.40907924227492	2.8512474998764	1.51350979524729	2.44017865795467	0	0	0	0	0	0	0	3.1736942840234	0	0	0	0	0	0	10.8097057739343	2.72019327761812	5.6999261030583	0	0	0	0	0	0	9.05976782735456	7.22325681514072	0
chr21:27423316|27425664	ENSG00000142192	APP	4.7545405587383	3.23930937699315	6.21751584209204	2.52495729623083	0	0	0	0	3.32698561015618	1.33812576258755	2.71717140879669	2.73398149642008	0	0	3.5226981056873	1.4256237499382	4.54052938574187	5.69375020189423	0	0	0	0	0	0	0	3.1736942840234	0	0	0	0	0	0	17.5657718826432	0	7.12490762882287	0	0	0	0	6.00439400692368	8.70369742574342	4.52988391367728	0	0
chr21:27922638|27963943	n/a		1.58484685291277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:30324482|30329798	ENSG00000198862	LTN1	1.58484685291277	2.69942448082762	0	1.89371797217312	0	0	0	0	0	2.6762515251751	2.03787855659752	0	0	2.10923108309293	0	0	5.29728428336552	3.25357154393956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.70242644348357	0	0	0	0	0	0	0	0	0	0	8.21781183628175
chr21:30693542|30702014	ENSG00000156273	BACH1	14.2636216762149	22.1352807427865	17.4090443578577	14.5185044533272	9.57486231490548	5.13582231482032	7.74693391742371	5.21886535591998	22.623502149062	22.7481379639883	27.8510069401661	18.4543751008356	16.1508614424181	12.6553864985576	15.4998716650241	14.9690493743511	19.6756273382148	25.2151794655316	0	5.88612116093014	5.12035888542218	5.14727827753988	4.75526102407683	5.10293999167415	4.13542388527555	10.5789809467447	2.1567158797971	0	3.4380612519147	4.9855116020927	7.68255918226734	2.57128152299114	21.6194115478685	6.8004831940453	8.54988915458744	4.3361011969156	3.14829654270061	8.11970010833828	0	12.0087880138474	4.35184871287171	31.709187395741	24.0775227171357	16.4356236725635
chr21:30698380|30702014	ENSG00000156273	BACH1	3.69797599012979	1.61965468849657	3.10875792104602	1.26247864811541	0	1.28395557870508	0	0	2.66158848812494	3.34531440646887	0	3.4174768705251	0	0	2.11361886341238	0	2.27026469287094	5.69375020189423	0	0	0	1.71575942584663	0	2.04117599666966	0	3.1736942840234	0	2.24511915422099	2.2920408346098	2.49275580104635	3.84127959113367	0	4.05363966522535	0	2.84996305152915	0	0	4.87182006500297	0	12.0087880138474	0	0	4.81550454342715	0
chr21:32496840|32513822	ENSG00000156299	TIAM1	1.05656456860851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:32537279|32567621	ENSG00000156299	TIAM1	6.86766969595532	0	0	13.8872651292695	1.9149724629811	0	0	1.95707450846999	11.311751074531	8.69781745681906	5.43434281759339	14.3534028562054	3.51105683530828	3.51538513848822	0	6.4153068747219	6.05403918098916	4.06696442992445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.70242644348357	0	0	4.3361011969156	4.72244481405091	0	0	0	0	0	0	0
chr21:32537279|32575328	ENSG00000156299	TIAM1	11.6222102546936	8.09827344248287	13.6785348526025	13.2560258052118	3.82994492596219	3.85186673611524	0	3.91414901693998	9.98095683046853	9.36688033811283	10.8686856351868	12.3029167338904	3.51105683530828	0	4.22723772682476	2.1384356249073	5.29728428336552	10.5741075178036	0	0	1.70678629514073	0	0	0	0	3.1736942840234	0	0	0	0	2.56085306075578	0	4.05363966522535	0	0	0	3.14829654270061	0	0	0	0	11.3247097841932	0	0
chr21:32554738|32575328	ENSG00000156299	TIAM1	12.6787748233021	5.39884896165525	0	6.31239324057706	4.46826908028922	0	0	0	11.9771481965622	6.69062881293774	0	14.3534028562054	1.40442273412331	4.92153919388351	2.81815848454984	3.5640593748455	1.51350979524729	7.32053597386401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.08028991642718	0	0	3.14829654270061	0	0	0	0	0	0	0
chr21:32559317|32575328	ENSG00000156299	TIAM1	1.05656456860851	1.07976979233105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:32617804|32624505	ENSG00000156299	TIAM1	2.64141142152128	0	2.48700633683682	1.89371797217312	0	1.92593336805762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:32617804|32639299	ENSG00000156299	TIAM1	2.11312913721702	2.69942448082762	1.24350316841841	3.78743594434624	0	0	0	0	5.32317697624988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:32638326|32711737	ENSG00000156299	TIAM1	1.58484685291277	0	0	0	0	0	0	0	0	0	3.39646426099587	0	0	0	0	0	0	2.44017865795467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:33073308|33077780	ENSG00000156304	SCAF4	2.11312913721702	2.1595395846621	0	0	0	0	1.93673347935593	0	0	0	1.35858570439835	1.36699074821004	1.40442273412331	0	0	0	2.27026469287094	1.62678577196978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00292933794912	0	11.3247097841932	0	8.21781183628175
chr21:33945594|33954725	n/a		1.05656456860851	0	0	1.26247864811541	0	0	0	0	0	2.00718864388132	0	0	0	0	0	0	3.02701959049458	3.25357154393956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.70242644348357	0	2.84996305152915	0	0	0	0	0	0	0	0	0
chr21:34066538|34067592	ENSG00000159082	SYNJ1	2.64141142152128	3.77919427315867	1.24350316841841	1.89371797217312	0	0	0	0	5.32317697624988	3.34531440646887	3.39646426099587	2.05048612231506	1.40442273412331	0	1.40907924227492	0	6.05403918098916	4.06696442992445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.75606610870891	0	2.84996305152915	0	0	0	0	4.00292933794912	0	0	0	13.6963530604696
chr21:34713305|34715982	ENSG00000142166	IFNAR1	2.11312913721702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.11579618934893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.47854122418783
chr21:34713305|34717666	ENSG00000142166	IFNAR1	2.11312913721702	0	0	0	1.27664830865406	0	0	0	0	0	1.35858570439835	2.73398149642008	0	0	0	0	1.51350979524729	1.62678577196978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:34713305|34721849	ENSG00000142166	IFNAR1	1.58484685291277	0	1.24350316841841	3.15619662028853	0	0	0	0	2.66158848812494	0	0	0	0	2.10923108309293	0	1.4256237499382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.40485288696713	0	0	0	0	0	0	0	0	4.52988391367728	0	0
chr21:34974540|34989056	ENSG00000205758	CRYZL1	1.58484685291277	0	0	0	0	0	0	0	0	1.33812576258755	0	0	0	0	0	0	1.51350979524729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:37619815|37620866	ENSG00000142197	DOP1B	10.5656456860851	11.337582819476	9.94802534734726	9.46858986086559	3.82994492596219	3.85186673611524	0	0	13.3079424406247	13.3812576258755	11.5479784873859	14.3534028562054	4.91547956943159	4.21846216618587	2.11361886341238	4.2768712498146	19.6756273382148	30.0955367814409	5.77812790570336	3.36349780624579	5.97375203299255	0	4.75526102407683	4.08235199333932	0	4.23159237869787	2.1567158797971	5.61279788555247	4.5840816692196	4.9855116020927	14.0846918341568	2.57128152299114	16.2145586609014	8.16057983285436	0	7.22683532819266	9.44488962810182	11.3675801516736	0	6.00439400692368	0	18.1195356547091	21.6697704454222	24.6534355088452
chr21:37619815|37623582	ENSG00000142197	DOP1B	2.64141142152128	0	0	1.26247864811541	0	1.28395557870508	0	0	1.33079424406247	1.33812576258755	2.71717140879669	4.10097224463012	0	0	0	0	3.02701959049458	3.25357154393956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.84996305152915	0	0	0	0	0	0	0	0	0
chr21:37619815|37633030	ENSG00000142197	DOP1B	1.58484685291277	1.07976979233105	1.24350316841841	3.15619662028853	0	0	0	1.30471633897999	1.33079424406247	2.6762515251751	0	2.05048612231506	0	0	0	0	2.27026469287094	2.44017865795467	0	0	0	0	0	0	0	2.11579618934893	0	0	0	0	0	0	2.70242644348357	0	0	0	0	0	0	0	0	0	0	8.21781183628175
chr21:37705944|37717329	ENSG00000159256	MORC3	2.64141142152128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51350979524729	2.44017865795467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.84996305152915	0	0	0	0	0	0	0	0	0
chr21:37711077|37717005	ENSG00000159256	MORC3	11.6222102546936	13.4971224041381	11.1915285157657	10.0998291849233	12.7664830865406	4.49384452546778	3.87346695871185	9.13301437285996	18.6311194168746	15.3884462697568	16.9823213049793	28.0233103383058	7.02211367061655	6.3276932492788	7.0453962113746	1.4256237499382	17.4053626453438	38.2294656412898	0	0	3.41357259028145	0	1.90210440963073	6.12352799000898	3.10156791395666	8.46318475739574	0	10.1030361939944	0	6.23188950261587	12.8042653037789	11.5707668534601	12.160918995676	19.0413529433268	12.8248337318812	7.22683532819266	0	4.87182006500297	11.8834142071825	0	4.35184871287171	18.1195356547091	12.0387613585679	49.3068710176905
chr21:37734481|37744829	ENSG00000159256	MORC3	1.05656456860851	0	4.35226108946443	0	0	0	0	0	3.99238273218741	1.33812576258755	0	2.05048612231506	0	0	0	0	4.54052938574187	3.25357154393956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.39526120205213	0	0	15.8545936978705	0	5.47854122418783
chr21:37775056|37783902	ENSG00000159259	CHAF1B	1.58484685291277	0	0	1.26247864811541	0	2.56791115741016	0	0	1.33079424406247	2.6762515251751	1.35858570439835	2.05048612231506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.70242644348357	0	0	0	0	0	0	4.00292933794912	0	0	4.81550454342715	5.47854122418783
chr21:38126477|38139586	ENSG00000159267	HLCS	2.11312913721702	0	1.24350316841841	1.89371797217312	0	1.28395557870508	0	0	2.66158848812494	2.6762515251751	0	2.05048612231506	2.80884546824662	0	0	0	0	1.62678577196978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:38126481|38139586	ENSG00000159267	HLCS	5.28282284304256	3.77919427315867	4.35226108946443	7.57487188869247	2.55329661730813	5.77780010417286	1.93673347935593	1.95707450846999	8.65016258640606	8.02875457552529	8.15151422639008	4.78446761873514	2.80884546824662	6.3276932492788	5.63631696909968	3.5640593748455	3.78377448811823	1.62678577196978	0	0	0	0	0	0	0	4.23159237869787	0	0	0	0	0	0	0	0	2.84996305152915	0	0	0	0	6.00439400692368	0	0	0	8.21781183628175
chr21:38128843|38137473	ENSG00000159267	HLCS	1.05656456860851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:38480692|38501363	ENSG00000182670	TTC3	3.69797599012979	3.77919427315867	3.73050950525522	4.41867526840394	0	2.56791115741016	1.93673347935593	0	0	2.6762515251751	2.71717140879669	5.46796299284016	4.21326820236993	4.21846216618587	6.34085659023714	4.2768712498146	6.05403918098916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.81550454342715	0
chr21:38480692|38505066	ENSG00000182670	TTC3	8.45251654886809	2.1595395846621	6.21751584209204	2.52495729623083	5.10659323461626	0	2.5823113058079	0	2.66158848812494	2.6762515251751	2.71717140879669	5.46796299284016	5.61769093649324	1.40615405539529	5.63631696909968	4.2768712498146	0	3.25357154393956	0	0	0	1.71575942584663	0	5.10293999167415	0	0	0	0	0	0	0	0	5.40485288696713	0	7.12490762882287	0	0	0	3.39526120205213	0	0	0	0	10.9570824483757
chr21:38480692|38520947	ENSG00000182670	TTC3	3.16969370582553	1.61965468849657	0	2.52495729623083	4.46826908028922	0	0	0	4.65777985421865	3.34531440646887	1.35858570439835	7.51844911515522	1.40442273412331	0	2.81815848454984	2.1384356249073	0	5.69375020189423	0	0	1.70678629514073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.81550454342715	0
chr21:38480692|38525577	ENSG00000182670	TTC3	4.22625827443404	1.61965468849657	2.48700633683682	8.83735053680789	0	0	0	0	5.32317697624988	2.6762515251751	0	8.20194448926024	0	0	0	5.7024949997528	0	4.88035731590934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00292933794912	0	0	0	0
chr21:38480692|38534365	ENSG00000182670	TTC3	2.11312913721702	2.1595395846621	0	1.89371797217312	0	0	0	0	2.66158848812494	2.00718864388132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:38480692|38536517	ENSG00000182670	TTC3	1.58484685291277	1.07976979233105	0	0	0	0	0	0	1.33079424406247	4.68344016905642	0	2.05048612231506	0	2.10923108309293	0	0	1.51350979524729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.21781183628175
chr21:38792601|38802702	ENSG00000157540	DYRK1A	2.11312913721702	3.77919427315867	1.24350316841841	0	2.55329661730813	1.92593336805762	0	1.95707450846999	1.99619136609371	4.01437728776264	2.03787855659752	4.78446761873514	1.40442273412331	0	3.5226981056873	7.8409306246601	3.02701959049458	2.44017865795467	0	0	0	0	0	2.04117599666966	0	2.11579618934893	0	2.24511915422099	0	3.73913370156952	2.56085306075578	0	14.8633454391596	2.72019327761812	0	7.22683532819266	6.29659308540121	6.49576008667062	0	4.00292933794912	0	6.79482587051592	7.22325681514072	0
chr21:38792601|38845182	ENSG00000157540	DYRK1A	1.05656456860851	0	2.48700633683682	1.89371797217312	0	1.28395557870508	0	1.30471633897999	5.98857409828112	2.00718864388132	5.43434281759339	3.4174768705251	0	2.10923108309293	2.11361886341238	0	2.27026469287094	0	0	0	1.70678629514073	2.57363913876994	2.8531566144461	0	2.06771194263777	4.23159237869787	0	0	4.5840816692196	0	5.12170612151156	2.57128152299114	5.40485288696713	0	5.6999261030583	0	9.44488962810182	9.74364013000593	6.79052240410427	4.00292933794912	10.8796217821793	13.5896517410318	12.0387613585679	8.21781183628175
chr21:38844986|38868560	ENSG00000157540	DYRK1A	1.05656456860851	0	0	0	0	2.56791115741016	0	0	0	0	3.39646426099587	0	0	0	0	0	0	0	0	0	0	1.71575942584663	0	0	0	0	0	0	0	0	0	0	2.70242644348357	0	0	0	0	0	0	0	0	0	4.81550454342715	0
chr21:39086514|39087434	ENSG00000157542	KCNJ6	1.05656456860851	0	1.24350316841841	1.26247864811541	0	0	0	3.91414901693998	2.66158848812494	2.00718864388132	0	0	2.10663410118497	0	0	0	2.27026469287094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.84996305152915	0	0	0	0	6.00439400692368	0	0	0	0
chr21:40578034|40601362	ENSG00000185658	BRWD1	12.1504925389979	10.257813027145	8.70452217892886	22.0933763420197	1.9149724629811	2.56791115741016	1.29115565290395	2.60943267795999	11.9771481965622	14.0503205071693	12.9065641917843	14.3534028562054	11.9375932400481	11.95230947086	9.15901507478698	4.2768712498146	19.6756273382148	13.0142861757582	0	0	0	0	0	0	0	3.1736942840234	0	0	0	0	2.56085306075578	0	10.8097057739343	5.44038655523624	15.6747967834103	0	0	0	0	4.00292933794912	0	13.5896517410318	0	8.21781183628175
chr21:40581921|40587288	ENSG00000185658	BRWD1	1.58484685291277	1.61965468849657	0	3.78743594434624	0	1.92593336805762	0	0	3.32698561015618	0	2.03787855659752	4.78446761873514	0	3.51538513848822	0	2.1384356249073	0	4.06696442992445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.70242644348357	0	0	0	0	0	0	0	0	0	4.81550454342715	0
chr21:40585407|40646398	ENSG00000185658	BRWD1	1.58484685291277	0	0	0	0	0	0	0	0	0	0	3.4174768705251	1.40442273412331	0	0	3.5640593748455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:40587163|40590586	ENSG00000185658	BRWD1	1.58484685291277	1.07976979233105	1.24350316841841	0	0	0	0	0	1.99619136609371	0	0	0	0	0	0	0	2.27026469287094	0	0	0	0	0	0	2.04117599666966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.47854122418783
chr21:40587163|40597123	ENSG00000185658	BRWD1	1.58484685291277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
