circBase ID,circBank ID,riboCIRC ID,riboCIRC ORF ID,ORF Length,Host_Gene,Refseq,Hg19,Hg38,Strand,GPL19978_GPL21825,GPL19978_GPL21825_Probe,Spliced Seq Length,Annotation
hsa_circ_0113517,hsa_circFAF1_017,N/A,N/A,N/A,FAF1,ENST00000396153.2,chr1:51171457-51210447,chr1:50705785-50744775,-,N/A,N/A,290,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0012409,hsa_circFAF1_016,N/A,N/A,N/A,FAF1,NM_007051,chr1:51204534-51210447,chr1:50738862-50744775,-,N/A,N/A,184,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113518,hsa_circFAF1_015,N/A,N/A,N/A,FAF1,ENST00000396153.2,chr1:51204534-51218195,chr1:50738862-50752523,-,N/A,N/A,7932,"ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0113519,hsa_circFAF1_010,N/A,N/A,N/A,FAF1,ENST00000396153.2,chr1:51204534-51267349,chr1:50738862-50801677,-,N/A,N/A,437,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0012415,hsa_circEPS15_052,N/A,N/A,N/A,EPS15,NM_001981,chr1:51826842-51831701,chr1:51361170-51366029,-,hsa_circRNA_100222,ASCRP3003377,425,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0012417,hsa_circEPS15_051,N/A,N/A,N/A,EPS15,NM_001981,chr1:51829537-51831701,chr1:51363865-51366029,-,hsa_circRNA_100223,ASCRP3006308,240,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0012423,hsa_circEPS15_032,N/A,N/A,N/A,EPS15,NM_001981,chr1:51860052-51887530,chr1:51394380-51421858,-,N/A,N/A,1079,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0005567,hsa_circEPS15_037,N/A,N/A,N/A,EPS15,NM_001981,chr1:51868106-51874004,chr1:51402434-51408332,-,hsa_circRNA_100226,ASCRP3000981,607,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0012439,hsa_circEPS15_040,N/A,N/A,N/A,EPS15,NM_001981,chr1:51869090-51871780,chr1:51403418-51406108,-,N/A,N/A,318,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0012440,hsa_circEPS15_036,N/A,N/A,N/A,EPS15,NM_001981,chr1:51869090-51874004,chr1:51403418-51408332,-,N/A,N/A,516,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113529,hsa_circEPS15_039,N/A,N/A,N/A,EPS15,ENST00000371733.3,chr1:51871576-51871780,chr1:51405904-51406108,-,N/A,N/A,204,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0004877,hsa_circEPS15_035,N/A,N/A,N/A,EPS15,NM_001981,chr1:51871576-51874004,chr1:51405904-51408332,-,hsa_circRNA_100227,ASCRP3011916,402,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0012444,hsa_circEPS15_020,N/A,N/A,N/A,EPS15,NM_001981,chr1:51887457-51913807,chr1:51421785-51448135,-,N/A,N/A,552,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0006125,hsa_circEPS15_019,N/A,N/A,N/A,EPS15,NM_001981,chr1:51906018-51913807,chr1:51440346-51448135,-,N/A,N/A,479,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0007330,hsa_circEPS15_012,N/A,N/A,N/A,EPS15,NM_001981,chr1:51926762-51930998,chr1:51461090-51465326,-,hsa_circRNA_100228,ASCRP3004148,252,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113533,hsa_circOSBPL9_002,N/A,N/A,N/A,OSBPL9,NM_148909,chr1:52135105-52139243,chr1:51669433-51673571,+,N/A,N/A,4138,"ALT_DONOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON"
hsa_circ_0003622,hsa_circOSBPL9_008,N/A,N/A,N/A,OSBPL9,NM_024586,chr1:52211207-52231653,chr1:51745535-51765981,+,N/A,N/A,620,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0012474,hsa_circNRD1_031,N/A,N/A,N/A,NRD1,NM_002525,chr1:52279706-52280485,chr1:51814034-51814813,-,N/A,N/A,235,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113558,hsa_circNRD1_025,N/A,N/A,N/A,NRD1,NM_002525,chr1:52283737-52287227,chr1:51818065-51821555,-,N/A,N/A,202,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0009076,hsa_circNRD1_010,N/A,N/A,N/A,NRD1,NM_002525,chr1:52293467-52299842,chr1:51827795-51834170,-,hsa_circRNA_100230,ASCRP3011208,228,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113564,hsa_circTXNDC12_002,N/A,N/A,N/A,TXNDC12,ENST00000371626.4,chr1:52489162-52494302,chr1:52023490-52028630,-,N/A,N/A,281,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0012545,hsa_circZCCHC11_047,N/A,N/A,N/A,ZCCHC11,NM_001009881,chr1:52943379-52947595,chr1:52477707-52481923,-,N/A,N/A,508,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0008815,hsa_circZCCHC11_043,N/A,N/A,N/A,ZCCHC11,NM_001009881,chr1:52943379-52954707,chr1:52477707-52489035,-,hsa_circRNA_008815,ASCRP3009053,635,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113596,hsa_circZCCHC11_019,N/A,N/A,N/A,ZCCHC11,ENST00000371544.3,chr1:52954580-52975384,chr1:52488908-52509712,-,N/A,N/A,633,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113599,hsa_circZCCHC11_018,N/A,N/A,N/A,ZCCHC11,ENST00000371544.3,chr1:52956403-52975384,chr1:52490731-52509712,-,N/A,N/A,506,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0003632,hsa_circZCCHC11_017,N/A,N/A,N/A,ZCCHC11,NM_001009881,chr1:52959282-52975384,chr1:52493610-52509712,-,hsa_circRNA_003632,ASCRP3001664,436,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113602,hsa_circZCCHC11_016,N/A,N/A,N/A,ZCCHC11,ENST00000371544.3,chr1:52961098-52975384,chr1:52495426-52509712,-,N/A,N/A,384,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113605,hsa_circZCCHC11_009,N/A,N/A,N/A,ZCCHC11,ENST00000371544.3,chr1:52975267-52992045,chr1:52509595-52526373,-,N/A,N/A,1092,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0012553,hsa_circZCCHC11_008,N/A,N/A,N/A,ZCCHC11,NM_001009881,chr1:52981562-52992045,chr1:52515890-52526373,-,N/A,N/A,975,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0113627,hsa_circMAGOH_001,N/A,N/A,N/A,MAGOH,NM_002370,chr1:53699213-53701307,chr1:53233541-53235635,-,N/A,N/A,170,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0005482,hsa_circTMEM48_026,N/A,N/A,N/A,TMEM48,NM_018087,chr1:54269600-54272190,chr1:53803927-53806517,-,N/A,N/A,175,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113638,hsa_circTMEM48_012,N/A,N/A,N/A,TMEM48,ENST00000371429.3,chr1:54284643-54298264,chr1:53818970-53832591,-,N/A,N/A,525,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0012618,hsa_circTMEM48_011,N/A,N/A,N/A,TMEM48,NM_018087,chr1:54291470-54298264,chr1:53825797-53832591,-,N/A,N/A,416,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0007074,hsa_circYIPF1_003,N/A,N/A,N/A,YIPF1,NR_036639,chr1:54348615-54348949,chr1:53882942-53883276,-,hsa_circRNA_007074,ASCRP3000124,334,"ALT_DONOR, INTERNAL, intronic, ncRNA, OVCODE, OVEXON"
hsa_circ_0113645,hsa_circHSPB11_003,N/A,N/A,N/A,HSPB11,ENST00000194214.5,chr1:54389576-54405770,chr1:53923903-53940097,-,N/A,N/A,333,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0012634,hsa_circTMEM59_004,N/A,N/A,N/A,TMEM59,NM_004872,chr1:54506428-54509198,chr1:54040755-54043525,-,hsa_circRNA_100236,ASCRP3007587,317,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0004839,hsa_circTMEM59_002,N/A,N/A,N/A,TMEM59,NM_004872,chr1:54506428-54513045,chr1:54040755-54047372,-,N/A,N/A,518,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113670,hsa_circUSP24_006,N/A,N/A,N/A,USP24,NM_015306,chr1:55603187-55632276,chr1:55137514-55166603,-,N/A,N/A,2376,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0006281,hsa_circOMA1_013,N/A,N/A,N/A,OMA1,NM_145243,chr1:58971731-59000003,chr1:58506059-58534331,-,N/A,N/A,636,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0000072,hsa_circOMA1_010,N/A,N/A,N/A,OMA1,NM_145243,chr1:58971731-59002413,chr1:58506059-58536741,-,hsa_circRNA_100241,ASCRP3005516,865,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0012720,hsa_circOMA1_012,N/A,N/A,N/A,OMA1,NM_145243,chr1:58992932-59000003,chr1:58527260-58534331,-,N/A,N/A,486,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0000073,hsa_circOMA1_009,N/A,N/A,N/A,OMA1,NM_145243,chr1:58992932-59002413,chr1:58527260-58536741,-,hsa_circRNA_100243,ASCRP3007330,715,"ANNOTATED, CDS, coding, INTERNAL"
hsa_circ_0113707,hsa_circOMA1_011,N/A,N/A,N/A,OMA1,ENST00000371226.3,chr1:58996272-59000003,chr1:58530600-58534331,-,N/A,N/A,411,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0012732,hsa_circMYSM1_014,N/A,N/A,N/A,MYSM1,NM_001085487,chr1:59137541-59150923,chr1:58671869-58685251,-,hsa_circRNA_012732,ASCRP3012109,1262,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0012741,hsa_circMYSM1_016,N/A,N/A,N/A,MYSM1,NM_001085487,chr1:59147456-59148217,chr1:58681784-58682545,-,N/A,N/A,761,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0012742,hsa_circMYSM1_011,N/A,N/A,N/A,MYSM1,NM_001085487,chr1:59147456-59150923,chr1:58681784-58685251,-,N/A,N/A,860,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0002222,hsa_circMYSM1_007,N/A,N/A,N/A,MYSM1,NM_001085487,chr1:59150824-59155921,chr1:58685152-58690249,-,N/A,N/A,202,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113711,hsa_circMYSM1_001,N/A,N/A,N/A,MYSM1,ENST00000472487.1,chr1:59158532-59160879,chr1:58692860-58695207,-,N/A,N/A,150,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0000075,hsa_circFGGY_005,N/A,N/A,N/A,FGGY,NM_018291,chr1:59787207-59812070,chr1:59321535-59346398,+,hsa_circRNA_100244,ASCRP3009218,479,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0005354,hsa_circFGGY_007,N/A,N/A,N/A,FGGY,NM_001113411,chr1:59787207-59844509,chr1:59321535-59378837,+,hsa_circRNA_100245,ASCRP3011166,568,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0000076,hsa_circFGGY_012,N/A,N/A,N/A,FGGY,NM_018291,chr1:59805629-59812070,chr1:59339957-59346398,+,hsa_circRNA_000076,ASCRP3009068,264,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0006633,hsa_circFGGY_013,N/A,N/A,N/A,FGGY,NM_001113411,chr1:59805629-59844509,chr1:59339957-59378837,+,hsa_circRNA_100246,ASCRP3007627,353,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113719,hsa_circFGGY_015,N/A,N/A,N/A,FGGY,NM_001113411,chr1:59811918-59844509,chr1:59346246-59378837,+,N/A,N/A,241,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113750,hsa_circNFIA_008,N/A,N/A,N/A,NFIA,ENST00000403491.3,chr1:61569440-61578015,chr1:61103768-61112343,+,N/A,N/A,8575,"ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic, OVERLAPTX"
hsa_circ_0113751,hsa_circNFIA_009,N/A,N/A,N/A,NFIA,ENST00000403491.3,chr1:61575449-61578015,chr1:61109777-61112343,+,N/A,N/A,2566,"ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic, OVERLAPTX"
hsa_circ_0113752,hsa_circNFIA_010,N/A,N/A,N/A,NFIA,ENST00000403491.3,chr1:61577042-61578015,chr1:61111370-61112343,+,N/A,N/A,973,"ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic, OVERLAPTX"
hsa_circ_0113753,hsa_circRP4-802A10.1_001,N/A,N/A,N/A,RP4-802A10.1,ENST00000603233.1,chr1:61577042-61606001,chr1:61111370-61140329,+,N/A,N/A,28959,"ALT_ACCEPTOR, ALT_DONOR, downstream_end, ncRNA, OVERLAPTX, OVEXON, upstream_start"
hsa_circ_0113754,hsa_circRP4-802A10.1_002,N/A,N/A,N/A,RP4-802A10.1,ENST00000603233.1,chr1:61577042-61624827,chr1:61111370-61159155,+,N/A,N/A,47785,"ALT_ACCEPTOR, ALT_DONOR, downstream_end, ncRNA, OVERLAPTX, OVEXON, upstream_start"
hsa_circ_0113755,hsa_circRP4-802A10.1_003,N/A,N/A,N/A,RP4-802A10.1,ENST00000603233.1,chr1:61577042-61652199,chr1:61111370-61186527,+,N/A,N/A,75157,"ALT_ACCEPTOR, ALT_DONOR, downstream_end, ncRNA, OVERLAPTX, OVEXON, upstream_start"
hsa_circ_0113758,hsa_circNFIA_013,N/A,N/A,N/A,NFIA,ENST00000403491.3,chr1:61624546-61624827,chr1:61158874-61159155,+,N/A,N/A,281,"ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic"
hsa_circ_0007251,hsa_circUSP1_002,N/A,N/A,N/A,USP1,NM_003368,chr1:62905469-62907970,chr1:62439798-62442299,+,N/A,N/A,465,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0113805,hsa_circUSP1_006,hsa_circUSP1_001,hsa_circUSP1_001_83,84,USP1,ENST00000339950.4,chr1:62907158-62907970,chr1:62441487-62442299,+,N/A,N/A,226,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0008657,hsa_circUSP1_007,N/A,N/A,N/A,USP1,NM_003368,chr1:62907158-62908990,chr1:62441487-62443319,+,hsa_circRNA_100248,ASCRP3008013,387,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113806,hsa_circUSP1_008,N/A,N/A,N/A,USP1,ENST00000339950.4,chr1:62907158-62911100,chr1:62441487-62445429,+,N/A,N/A,1079,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113807,hsa_circUSP1_010,N/A,N/A,N/A,USP1,ENST00000339950.4,chr1:62908829-62911100,chr1:62443158-62445429,+,N/A,N/A,853,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113808,hsa_circUSP1_011,N/A,N/A,N/A,USP1,ENST00000339950.4,chr1:62908829-62913182,chr1:62443158-62447511,+,N/A,N/A,1024,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0000079,hsa_circUSP1_012,N/A,N/A,N/A,USP1,NM_001017416,chr1:62908829-62914337,chr1:62443158-62448666,+,hsa_circRNA_000079,ASCRP3002466,1226,"ANNOTATED, CDS, coding, INTERNAL"
hsa_circ_0113810,hsa_circUSP1_014,N/A,N/A,N/A,USP1,ENST00000339950.4,chr1:62910408-62911100,chr1:62444737-62445429,+,N/A,N/A,692,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113811,hsa_circUSP1_015,N/A,N/A,N/A,USP1,ENST00000339950.4,chr1:62910408-62913182,chr1:62444737-62447511,+,N/A,N/A,863,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0000080,hsa_circUSP1_016,N/A,N/A,N/A,USP1,NM_001017416,chr1:62910408-62914337,chr1:62444737-62448666,+,N/A,N/A,1065,"ANNOTATED, CDS, coding, INTERNAL"
hsa_circ_0113830,hsa_circDOCK7_048,N/A,N/A,N/A,DOCK7,ENST00000251157.5,chr1:63001163-63005563,chr1:62535492-62539892,-,N/A,N/A,566,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0002032,hsa_circDOCK7_021,N/A,N/A,N/A,DOCK7,NM_033407,chr1:63042932-63052295,chr1:62577261-62586624,-,hsa_circRNA_002032,ASCRP3002427,430,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113855,hsa_circATG4C_003,N/A,N/A,N/A,ATG4C,ENST00000317868.4,chr1:63269389-63270926,chr1:62803718-62805255,+,N/A,N/A,228,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0012823,hsa_circATG4C_005,N/A,N/A,N/A,ATG4C,NM_032852,chr1:63269389-63286880,chr1:62803718-62821209,+,hsa_circRNA_012823,ASCRP3012719,864,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0012824,hsa_circATG4C_007,N/A,N/A,N/A,ATG4C,NM_032852,chr1:63269389-63307218,chr1:62803718-62841547,+,hsa_circRNA_012824,ASCRP3001608,1277,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0012826,hsa_circATG4C_011,N/A,N/A,N/A,ATG4C,NM_032852,chr1:63282245-63286880,chr1:62816574-62821209,+,N/A,N/A,636,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0012827,hsa_circATG4C_012,N/A,N/A,N/A,ATG4C,NM_032852,chr1:63282245-63307218,chr1:62816574-62841547,+,N/A,N/A,1049,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0012828,hsa_circATG4C_014,N/A,N/A,N/A,ATG4C,NM_032852,chr1:63294710-63307218,chr1:62829039-62841547,+,N/A,N/A,413,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113865,hsa_circALG6_002,N/A,N/A,N/A,ALG6,ENST00000371108.4,chr1:63877596-63885111,chr1:63411925-63419440,+,N/A,N/A,378,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113868,hsa_circITGB3BP_002,N/A,N/A,N/A,ITGB3BP,NM_001206739,chr1:63944434-63955889,chr1:63478763-63490218,-,N/A,N/A,206,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0004586,hsa_circITGB3BP_001,N/A,N/A,N/A,ITGB3BP,NM_001206739,chr1:63944434-63974241,chr1:63478763-63508570,-,hsa_circRNA_100249,ASCRP3001987,249,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0012860,hsa_circRAVER2_011,N/A,N/A,N/A,RAVER2,NM_018211,chr1:65278420-65280523,chr1:64812737-64814840,+,hsa_circRNA_100256,ASCRP3009283,249,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113907,hsa_circTCONS_l2_00002523_001,N/A,N/A,N/A,TCONS_l2_00002523,TCONS_l2_00002523,chr1:65455117-65460771,chr1:64989434-64995088,-,N/A,N/A,306,"ANNOTATED, INTERNAL, ncRNA, OVEXON"
hsa_circ_0113909,hsa_circDNAJC6_001,N/A,N/A,N/A,DNAJC6,ENST00000263441.7,chr1:65811293-65831879,chr1:65345610-65366196,+,N/A,N/A,463,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0002454,hsa_circDNAJC6_002,hsa_circDNAJC6_001,hsa_circDNAJC6_001_129,130,DNAJC6,NM_014787,chr1:65830317-65831879,chr1:65364634-65366196,+,hsa_circRNA_100257,ASCRP3010923,350,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0002454,hsa_circDNAJC6_002,hsa_circDNAJC6_001,hsa_circDNAJC6_001_48,49,DNAJC6,NM_014787,chr1:65830317-65831879,chr1:65364634-65366196,+,hsa_circRNA_100257,ASCRP3010923,350,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0012883,hsa_circDNAJC6_003,N/A,N/A,N/A,DNAJC6,NM_014787,chr1:65830317-65845207,chr1:65364634-65379524,+,N/A,N/A,473,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113910,hsa_circDNAJC6_005,N/A,N/A,N/A,DNAJC6,NM_014787,chr1:65830317-65860715,chr1:65364634-65395032,+,N/A,N/A,1845,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0006677,hsa_circWDR78_003,N/A,N/A,N/A,WDR78,NM_024763,chr1:67356836-67371058,chr1:66891153-66905375,-,hsa_circRNA_100259,ASCRP3001820,473,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0012908,hsa_circWDR78_002,N/A,N/A,N/A,WDR78,NM_024763,chr1:67358911-67371058,chr1:66893228-66905375,-,N/A,N/A,360,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113950,hsa_circMIER1_001,N/A,N/A,N/A,MIER1,NM_001146110,chr1:67411832-67425426,chr1:66946149-66959743,+,N/A,N/A,506,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113951,hsa_circMIER1_002,N/A,N/A,N/A,MIER1,NM_001146110,chr1:67411832-67428843,chr1:66946149-66963160,+,N/A,N/A,579,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113952,hsa_circMIER1_003,N/A,N/A,N/A,MIER1,NM_001146110,chr1:67411832-67442405,chr1:66946149-66976722,+,N/A,N/A,1036,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113954,hsa_circMIER1_005,N/A,N/A,N/A,MIER1,NM_001146110,chr1:67423741-67428843,chr1:66958058-66963160,+,N/A,N/A,433,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113956,hsa_circMIER1_007,N/A,N/A,N/A,MIER1,NM_001146110,chr1:67428770-67442405,chr1:66963087-66976722,+,N/A,N/A,530,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113957,hsa_circMIER1_008,N/A,N/A,N/A,MIER1,NM_001146110,chr1:67436490-67438674,chr1:66970807-66972991,+,N/A,N/A,329,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0002011,hsa_circDEPDC1_001,N/A,N/A,N/A,DEPDC1,NM_001114120,chr1:68960112-68960378,chr1:68494429-68494695,-,hsa_circRNA_092367,ASCRP3012717,266,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0006781,hsa_circLRRC40_006,N/A,N/A,N/A,LRRC40,NM_017768,chr1:70646768-70653021,chr1:70181085-70187338,-,N/A,N/A,328,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0114037,hsa_circLRRC40_005,N/A,N/A,N/A,LRRC40,NM_017768,chr1:70650467-70653021,chr1:70184784-70187338,-,N/A,N/A,204,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0006450,hsa_circLRRC40_001,N/A,N/A,N/A,LRRC40,NM_017768,chr1:70650467-70654956,chr1:70184784-70189273,-,N/A,N/A,386,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0114040,hsa_circSRSF11_011,N/A,N/A,N/A,SRSF11,ENST00000370950.3,chr1:70694104-70705203,chr1:70228421-70239520,+,N/A,N/A,597,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0114049,hsa_circANKRD13C_023,hsa_circANKRD13C_001,hsa_circANKRD13C_001_137,138,ANKRD13C,NM_030816,chr1:70758070-70766591,chr1:70292387-70300908,-,N/A,N/A,439,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0002231,hsa_circANKRD13C_020,N/A,N/A,N/A,ANKRD13C,NM_030816,chr1:70758070-70771973,chr1:70292387-70306290,-,N/A,N/A,506,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0114050,hsa_circANKRD13C_017,N/A,N/A,N/A,ANKRD13C,NM_030816,chr1:70758070-70779473,chr1:70292387-70313790,-,N/A,N/A,552,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0000085,hsa_circANKRD13C_011,N/A,N/A,N/A,ANKRD13C,NM_030816,chr1:70758070-70781249,chr1:70292387-70315566,-,hsa_circRNA_100261,ASCRP3009340,638,"ANNOTATED, CDS, coding, INTERNAL"
hsa_circ_0012942,hsa_circANKRD13C_010,N/A,N/A,N/A,ANKRD13C,NM_030816,chr1:70761812-70781249,chr1:70296129-70315566,-,N/A,N/A,476,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0003566,hsa_circANKRD13C_009,N/A,N/A,N/A,ANKRD13C,NM_030816,chr1:70766446-70781249,chr1:70300763-70315566,-,hsa_circRNA_003566,ASCRP3010712,344,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0114056,hsa_circANKRD13C_001,N/A,N/A,N/A,ANKRD13C,NM_030816,chr1:70790535-70801782,chr1:70324852-70336099,-,N/A,N/A,147,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0012947,hsa_circCTH_003,N/A,N/A,N/A,CTH,NM_001902,chr1:70883619-70890099,chr1:70417936-70424416,+,N/A,N/A,338,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
